trade_date,open,high,low,close,pre_close,volume,change,pct_change,value,ema_fast,ema_slow,diff,dea,bar
2016-02-24,12.4291,12.502,12.0405,12.3158,12.4211,435047.95,-0.1052999999999997,-0.8478,658691.315,12.341880363773223,12.943056368167817,-0.6011760043945937,-0.8352029148149913,0.46805382084079517
2016-02-25,12.3077,12.3077,11.085,11.1498,12.3158,693791.22,-1.1659999999999986,-9.4675,997869.673,12.158483384731188,12.810222563118348,-0.6517391783871602,-0.7985101675294252,0.2935419782845299
2016-02-26,11.2713,11.5385,11.1093,11.336,11.1498,439395.22,0.1861999999999994,1.67,614478.6276,12.031947479387927,12.701020891776247,-0.66907341238832,-0.7726228165012042,0.20709880822576854
2016-02-29,11.4818,11.7328,11.0202,11.2794,11.336,823238.45,-0.0565999999999995,-0.4993,1158327.793,11.916170944097477,12.595715640533562,-0.6795446964360856,-0.7540071924881806,0.14892499210418997
2016-03-01,11.4089,12.4049,11.3036,12.1377,11.2794,1283504.24,0.8582999999999998,7.6094,1906002.0059,11.950252337313248,12.561788556049594,-0.6115362187363456,-0.7255129977378136,0.22795355800293615
2016-03-02,12.0405,13.3522,12.0405,13.3522,12.1377,1777449.88,1.2144999999999992,10.006,2824947.8375,12.16593659311121,12.620337551897771,-0.45440095878656095,-0.6712905899475632,0.4337792623220045
2016-03-03,13.5223,13.9271,13.0769,13.2227,13.3522,1733171.04,-0.1295000000000001,-0.9699,2899691.9803,12.328515578786408,12.664956992497936,-0.3364414137115279,-0.6043207547003562,0.5357586819776565
2016-03-04,12.9555,14.4534,12.8988,13.2955,13.2227,1932652.91,0.0728000000000008,0.5506,3272376.6092,12.477282412819267,12.711663881942535,-0.2343814691232673,-0.5303328975849384,0.5919028569233422
2016-03-07,13.5142,13.8219,13.1012,13.4251,13.2955,921841.97,0.1295999999999999,0.9748,1529568.6874,12.623100503154765,12.764511001798642,-0.1414104986438769,-0.4525484177967261,0.6222758383056984
2016-03-08,13.2955,13.2955,12.4453,12.9798,13.4251,861285.9,-0.4453000000000013,-3.3169,1362197.682,12.677977348823262,12.780458334998743,-0.10248098617548074,-0.3825349314724771,0.5601078905939927
2016-03-09,12.5425,12.7449,12.4291,12.4777,12.9798,524857.78,-0.5020999999999987,-3.8683,815887.4696,12.647165449004298,12.758031791665502,-0.11086634266120399,-0.3282012137102225,0.434669742098037
