trade_date,open,high,low,close,pre_close,volume,change,pct_change,value,ema12,ema26,diff,dea,bar,macd-m,macd-s,macd-h,MA5,MA10,MA20,MA30,MA48
2020-04-09,32.5243,32.6621,31.3912,31.5749,32.4554,617362.75,-0.8804999999999978,-2.713,2559817.073,30.925520798707414,31.268232169903385,-0.3427113711959713,-0.8751028187929697,1.0647828951939968,-0.3427113711959713,-0.8751028187929697,1.0647828951939968,32.003679999999996,30.5329,29.97015,31.713,33.01592291666667
2020-04-10,31.3912,31.3912,30.036,30.3576,31.5749,792585.72,-1.217299999999998,-3.8553,3155678.454,30.83814836813704,31.200777935095726,-0.36262956695868453,-0.7726081684261127,0.8199572029348563,-0.36262956695868453,-0.7726081684261127,0.8199572029348563,31.6469,30.708999999999996,29.833104999999996,31.53154333333333,32.999175
2020-04-13,29.6915,30.3422,29.2091,30.036,30.3576,496856.19,-0.3216000000000001,-1.0594,1928059.248,30.714740926885188,31.114498088051597,-0.39975716116640925,-0.698037966974172,0.5965616116155255,-0.39975716116640925,-0.698037966974172,0.5965616116155255,31.340639999999997,30.875909999999998,29.690315,31.31282666666667,32.91415833333333
2020-04-14,30.3805,31.6056,30.2427,31.6056,30.036,754024.76,1.5695999999999977,5.2257,3040083.37,30.85179616890285,31.15087600745518,-0.29907983855233056,-0.6182463412898036,0.6383330054749461,-0.29907983855233056,-0.6182463412898036,0.6383330054749461,31.205899999999996,31.113259999999997,29.790614999999995,31.126266666666666,32.86104375
2020-04-15,31.774,32.4707,31.3529,31.5979,31.6056,738877.58,-0.0076999999999998,-0.0244,3087871.572,30.966581373687028,31.183988895791835,-0.21740752210480707,-0.5380785774528043,0.6413421106959944,-0.21740752210480707,-0.5380785774528043,0.6413421106959944,31.034399999999998,31.351370000000003,29.928814999999997,30.951956666666664,32.80904375
2020-04-16,31.1538,31.774,30.7021,31.6056,31.5979,399446.02,0.0076999999999998,0.0244,1634617.743,31.064891931581332,31.215219347955404,-0.150327416374072,-0.4605283452370579,0.6204018577259718,-0.150327416374072,-0.4605283452370579,0.6204018577259718,31.04054,31.522109999999998,30.076584999999994,30.83609,32.78511875
2020-04-17,32.754,33.0756,32.0113,32.2257,31.6056,837565.41,0.6201000000000043,1.962,3566255.679,31.243477788261124,31.290069766625376,-0.04659197836425122,-0.37774107186249656,0.6622981869964907,-0.04659197836425122,-0.37774107186249656,0.6622981869964907,31.41416,31.530530000000006,30.264550000000003,30.749573333333334,32.76709375
2020-04-20,32.0573,32.5396,31.9118,32.4554,32.2257,386792.95,0.229699999999994,0.7128,1627645.888,31.429927359297874,31.376390524653125,0.05353683464474912,-0.29148549056104744,0.6900446504115931,0.05353683464474912,-0.29148549056104744,0.6900446504115931,31.898039999999998,31.61934,30.424185,30.66867,32.7174875
2020-04-21,32.1568,32.3406,30.8399,31.6974,32.4554,670748.05,-0.7579999999999991,-2.3355,2760355.188,31.471076996328968,31.40016900430845,0.07090799202051912,-0.21900679404473414,0.5798295721305065,0.07090799202051912,-0.21900679404473414,0.5798295721305065,31.9164,31.561149999999998,30.692154999999996,30.641106666666666,32.658468750000004
2020-04-22,31.4141,32.0956,31.1309,32.042,31.6974,409660.83,0.3446000000000033,1.0872,1701197.331,31.558911304586047,31.44771204102634,0.11119926355970833,-0.15296558252384568,0.528329692167108,0.11119926355970833,-0.15296558252384568,0.528329692167108,32.005219999999994,31.51981,30.93869,30.556376666666665,32.62257916666667
2020-04-23,32.1568,32.3099,31.6745,31.7357,32.042,374811.39,-0.3063000000000002,-0.9559,1564768.901,31.586109565418962,31.469044482431798,0.117065082987164,-0.09895944942164375,0.4320490648176155,0.117065082987164,-0.09895944942164375,0.4320490648176155,32.03124,31.535890000000002,31.034394999999996,30.49206333333333,32.5761625
2020-04-24,31.6668,32.2181,31.2151,31.5749,31.7357,466931.33,-0.1608000000000018,-0.5067,1939389.594,31.584385016892966,31.476885631881295,0.10749938501167122,-0.057667682534980766,0.330334135093304,0.10749938501167122,-0.057667682534980766,0.330334135093304,31.90108,31.657619999999998,31.18331,30.441276666666667,32.497683333333335
2020-04-27,31.8888,32.2334,31.0696,32.1338,31.5749,432374.85,0.5589000000000013,1.7701,1800329.409,31.668910398909432,31.525545955445644,0.1433644434637884,-0.01746125733522694,0.3216514015980307,0.1433644434637884,-0.01746125733522694,0.3216514015980307,31.836760000000005,31.867399999999996,31.371654999999997,30.416009999999996,32.43579375
2020-04-28,33.0067,35.3036,32.6698,34.8365,32.1338,1391617.56,2.7027,8.4108,6196235.286,32.15623187600029,31.770801810597817,0.38543006540247404,0.06311700721231323,0.6446261163803216,0.38543006540247404,0.06311700721231323,0.6446261163803216,32.46458,32.19049,31.651875,30.59057333333333,32.426541666666665
2020-04-29,34.6451,35.3572,34.3006,35.2959,34.8365,592438.52,0.4594000000000022,1.3187,2705976.265,32.63925774123102,32.03192019499798,0.6073375462330404,0.1719611150164586,0.8707528624331635,0.6073375462330404,0.1719611150164586,0.8707528624331635,33.115359999999995,32.560289999999995,31.955830000000002,30.805973333333334,32.369118750000005
2020-04-30,35.8319,36.9038,35.7247,36.2224,35.2959,779093.28,0.9264999999999972,2.625,3709652.012,33.19051039642625,32.34232610647961,0.8481842899466372,0.3072057500024943,1.0819570798882858,0.8481842899466372,0.3072057500024943,1.0819570798882858,34.0127,33.021969999999996,32.272040000000004,31.05838,32.32062916666666
2020-05-06,35.6864,36.6128,35.4873,36.3755,36.2224,798789.62,0.153100000000002,0.4227,3758204.622,33.680508796976056,32.64107972822186,1.0394290687541954,0.45365041375283444,1.171557310002722,1.0394290687541954,0.45365041375283444,1.171557310002722,34.97282,33.436949999999996,32.48374,31.32201666666667,32.26496041666667
2020-05-07,36.5669,37.0263,35.7936,35.8855,36.3755,514455.54,-0.490000000000002,-1.3471,2430485.805,34.01973821282589,32.88140715576098,1.1383310570649101,0.5905865424152495,1.0954890292993211,1.1383310570649101,0.5905865424152495,1.0954890292993211,35.72316,33.77996,32.699650000000005,31.54277666666667,32.19844583333333
2020-05-08,36.1381,36.7353,35.6098,36.1764,35.8855,520444.69,0.2909000000000006,0.8106,2461420.528,34.351532333929605,33.125480699778684,1.2260516341509202,0.7176795607623836,1.0167441467770733,1.2260516341509202,0.7176795607623836,1.0167441467770733,35.99114,34.22786000000001,32.894504999999995,31.87072333333333,32.192704166666665
2020-05-11,36.5899,36.6358,35.3802,35.7094,36.1764,562514.25,-0.4669999999999987,-1.2909,2633840.808,34.56043505178659,33.316882129424705,1.2435529223618857,0.8228542330822839,0.8413973785592037,1.2435529223618857,0.8228542330822839,0.8413973785592037,36.073840000000004,34.5946,33.057205,32.15732666666667,32.190789583333334
2020-05-12,35.4873,36.6588,35.1964,36.4903,35.7094,634560.64,0.7808999999999955,2.1868,2983318.415,34.85733735151173,33.55195011983769,1.3053872316740396,0.9193608328006351,0.772052797746809,1.3053872316740396,0.9193608328006351,0.772052797746809,36.12742,35.07006,33.302974999999996,32.379616666666664,32.18855625
2020-05-13,35.985,38.2819,35.495,37.8608,36.4903,1039515.22,1.3704999999999998,3.7558,5009538.866,35.31940852820223,33.8711241850349,1.4482843431673302,1.0251455348739742,0.8462776165867121,1.4482843431673302,1.0251455348739742,0.8462776165867121,36.42448,35.69865,33.678135000000005,32.68842333333333,32.202272916666665
2020-05-14,37.0646,38.0522,37.0263,37.3708,37.8608,579818.39,-0.4899999999999949,-1.2942,2834110.017,35.63500721617112,34.13035943058787,1.504647785583245,1.1210459850158283,0.7672036011348333,1.504647785583245,1.1210459850158283,0.7672036011348333,36.72154,36.22235,34.044875000000005,32.988553333333336,32.213597916666664
2020-05-15,37.4014,37.5699,36.8731,36.9267,37.3708,517716.52,-0.4441000000000059,-1.1884,2512218.857,35.83372918291402,34.33749576906285,1.4962334138511721,1.196083470782897,0.6002998861365505,1.4962334138511721,1.196083470782897,0.6002998861365505,36.8716,36.43137,34.31093,33.24504,32.2520375
2020-05-18,35.8319,35.9467,34.5839,34.783,36.9267,1127494.0,-2.1436999999999955,-5.8053,5183530.664,35.672078539388785,34.3704960824656,1.3015824569231853,1.2171832680109547,0.16879837782446128,1.3015824569231853,1.2171832680109547,0.16879837782446128,36.686319999999995,36.38008,34.470185,33.43058,32.251241666666665
2020-05-19,35.4491,36.3219,35.3955,35.8778,34.783,659658.41,1.094799999999999,3.1475,3085359.367,35.703727994867435,34.48214822450519,1.221579770362247,1.2180625684812132,0.007034403762067765,1.221579770362247,1.2180625684812132,0.007034403762067765,36.56382,36.345620000000004,34.683795,33.6299,32.27197708333333
2020-05-20,36.1305,36.3678,35.1122,35.3802,35.8778,576438.45,-0.4975999999999985,-1.3869,2676711.0,35.653954457195525,34.54867057824555,1.105283878949976,1.1955068305749657,-0.18044590324997944,1.105283878949976,1.1955068305749657,-0.18044590324997944,36.0677,36.24609,34.841519999999996,33.737856666666666,32.331475000000005
2020-05-21,35.4337,35.9697,35.1428,35.2194,35.3802,464200.3,-0.1608000000000018,-0.4545,2154952.421,35.58709992531929,34.59835423911625,0.9887456862030461,1.1541546017005817,-0.3308178309950711,0.9887456862030461,1.1541546017005817,-0.3308178309950711,35.637420000000006,36.17948,34.97972,33.859593333333336,32.344714583333335
2020-05-22,35.0509,35.0509,33.9408,34.1092,35.2194,563598.16,-1.110199999999999,-3.1522,2531885.06,35.3597307060394,34.5621205917743,0.7976101142650975,1.082845704213485,-0.5704711798967748,0.7976101142650975,1.082845704213485,-0.5704711798967748,35.07392,35.97276,35.10031,33.92059,32.353966666666665
2020-05-25,33.9867,34.2087,33.2593,33.7876,34.1092,450602.46,-0.3216000000000036,-0.9429,1982493.85,35.1178644435718,34.50474869608731,0.6131157474844855,0.9888997128676851,-0.7515679307663992,0.6131157474844855,0.9888997128676851,-0.7515679307663992,34.87484,35.78058,35.18759,33.964996666666664,32.36832291666666
2020-05-26,34.2929,35.5716,34.1322,35.2194,33.7876,617092.26,1.4318000000000026,4.2376,2821772.088,35.1334852984069,34.55768582971047,0.575799468696431,0.9062796640334343,-0.6609603906740067,0.575799468696431,0.9062796640334343,-0.6609603906740067,34.74316,35.65349,35.361775,34.08648,32.416814583333334
2020-05-27,34.9897,34.9973,33.8412,34.1015,35.2194,451313.66,-1.1178999999999988,-3.1741,2024374.237,34.97471832942122,34.52389428676896,0.4508240426522647,0.8151885397572004,-0.7287289942098714,0.4508240426522647,0.8151885397572004,-0.7287289942098714,34.48742,35.27756,35.488105,34.21127666666667,32.51060416666667
2020-05-28,33.7264,34.2164,33.1521,34.0326,34.1015,436833.76,-0.0688999999999993,-0.202,1922743.853,34.8297770479718,34.48750211737867,0.34227493059313474,0.7206058179243873,-0.7566617746625051,0.34227493059313474,0.7206058179243873,-0.7566617746625051,34.25006,34.943740000000005,35.583045000000006,34.34449666666667,32.618910416666665
2020-05-29,33.7034,34.7447,33.4661,34.0709,34.0326,386208.22,0.0382999999999995,0.1125,1727895.614,34.713026732899216,34.45664270127654,0.2563840316226731,0.6277614606640444,-0.7427548580827426,0.2563840316226731,0.6277614606640444,-0.7427548580827426,34.2424,34.658159999999995,35.544765,34.42667333333334,32.73184166666667
2020-06-01,35.0662,37.1641,35.0662,36.6894,34.0709,949179.86,2.6184999999999974,7.6854,4500767.48,35.01708415860703,34.62203213081161,0.3950520277954155,0.5812195740903187,-0.37233509258980635,0.3950520277954155,0.5812195740903187,-0.37233509258980635,34.82276,34.848800000000004,35.61444,34.59639000000001,32.90315416666667
2020-06-02,36.743,37.4474,36.6358,36.9956,36.6894,671230.4,0.306200000000004,0.8346,3252571.657,35.32147121112902,34.79785197297371,0.5236192381553124,0.5696995069033174,-0.09216053749600994,0.5236192381553124,0.5696995069033174,-0.09216053749600994,35.178000000000004,34.96058,35.6531,34.77605666666667,33.06425625
2020-06-03,37.2866,39.951,36.7583,38.8179,36.9956,1091091.26,1.8222999999999985,4.9257,5506893.345,35.859383332493785,35.09563330830899,0.7637500241847945,0.6085096103596128,0.31048082765036344,0.7637500241847945,0.6085096103596128,0.31048082765036344,36.12128,35.30435,35.775220000000004,34.99579666666667,33.32425416666667
2020-06-04,39.1088,39.5529,38.1135,38.435,38.8179,556826.95,-0.3828999999999993,-0.9864,2806282.597,36.25563205057166,35.342993803989806,0.9126382465818565,0.6693353376040616,0.4866058179555899,0.9126382465818565,0.6693353376040616,0.4866058179555899,37.001760000000004,35.62591,35.902695,35.19511666666667,33.56016458333333
2020-06-05,38.6647,40.0123,38.0905,39.6984,38.435,686880.29,1.2633999999999972,3.2871,3511388.953,36.78528865817602,35.66561648517575,1.119672173000275,0.7594027046833042,0.7205389366339416,1.119672173000275,0.7594027046833042,0.7205389366339416,38.12726,36.18483,36.078795,35.46181666666667,33.76593125
2020-06-08,40.196,41.4517,38.6647,39.1701,39.6984,759508.1,-0.5283000000000015,-1.3308,3966688.442,37.15218271076432,35.925207856644214,1.2269748541201082,0.852917134570665,0.7481154390988864,1.2269748541201082,0.852917134570665,0.7481154390988864,38.623400000000004,36.723079999999996,36.25183,35.69942,33.9862125
2020-06-09,39.1318,39.9663,38.7107,39.5069,39.1701,514378.98,0.3368000000000037,0.8598,2647688.048,37.51444690910827,36.19051838578168,1.3239285233265932,0.9471194123218506,0.7536182220094851,1.3239285233265932,0.9471194123218506,0.7536182220094851,39.125659999999996,37.151830000000004,36.402660000000004,35.958459999999995,34.218295833333336
2020-06-10,39.8898,42.1714,39.8898,41.8192,39.5069,867115.68,2.3123000000000005,5.8529,4671432.0,38.17671661539931,36.60745776461267,1.569258850786639,1.0715473000148084,0.9954231015436612,1.569258850786639,1.0715473000148084,0.9954231015436612,39.72592,37.9236,36.60058,36.29993666666667,34.480527083333335
2020-06-11,41.8345,43.2586,41.3904,42.0106,41.8192,713574.92,0.1913999999999944,0.4577,3936928.032,38.7665448284148,37.0076905227895,1.7588543056252988,1.2090087011369064,1.0996912089767847,1.7588543056252988,1.2090087011369064,1.0996912089767847,40.44104,38.7214,36.83257,36.62916333333333,34.747064583333334
2020-06-12,41.1224,41.98,41.0765,41.7273,42.0106,592731.55,-0.283299999999997,-0.6744,3209874.674,39.22204562404329,37.357291224805095,1.864754399238194,1.340157840757164,1.0491931169620603,1.864754399238194,1.340157840757164,1.0491931169620603,40.846819999999994,39.48704,37.0726,36.85885666666666,34.99350416666666
2020-06-15,41.3292,42.2632,40.8698,40.8851,41.7273,498872.57,-0.8421999999999983,-2.0183,2697687.512,39.477900143421245,37.61861039333805,1.8592897500831924,1.4439842226223696,0.8306110549216457,1.8592897500831924,1.4439842226223696,0.8306110549216457,41.18982,39.90661,37.377705,37.045163333333335,35.1756625
2020-06-16,41.98,42.9829,41.5053,42.3168,40.8851,543084.17,1.4316999999999993,3.5018,2994856.461,39.91465396751028,37.96662443827598,1.9480295292343044,1.5447932839447565,0.8064724905790959,1.9480295292343044,1.5447932839447565,0.8064724905790959,41.7518,40.43873,37.699655,37.24831,35.39961041666667
2020-06-17,42.8259,43.5142,41.6188,42.786,42.3171,600046.99,0.4688999999999979,1.1081,2560598.493,40.356399510970235,38.32361522062591,2.032784290344324,1.64239148522467,0.7807856102393083,2.032784290344324,1.64239148522467,0.7807856102393083,41.94516,40.83554,38.069945000000004,37.46199333333334,35.618500000000004
2020-06-18,42.796,45.5393,42.5964,45.5393,42.786,956376.79,2.753299999999996,6.435,4256759.354,41.15376881697482,38.858110389468436,2.295658427506382,1.7730448736810125,1.0452271076507387,2.295658427506382,1.7730448736810125,1.0452271076507387,42.6509,41.54597,38.58594,37.783786666666664,35.891081250000006
2020-06-19,45.2899,46.088,44.9008,45.4894,45.5393,725098.11,-0.0498999999999938,-0.1096,3313450.629,41.8207889989787,39.34931702728559,2.4714719716931057,1.9127302932834311,1.1174833568193492,2.4714719716931057,1.9127302932834311,1.1174833568193492,43.40332,42.12507,39.15495,38.09421999999999,36.18096666666667
2020-06-22,45.4894,47.4347,45.4894,47.2152,45.4894,856777.63,1.7257999999999996,3.7939,4003118.389,42.650698383751205,39.931975025264435,2.71872335848677,2.073928906324099,1.289588904325342,2.71872335848677,2.073928906324099,1.289588904325342,44.669340000000005,42.92958,39.82633,38.47774666666667,36.53216666666666
2020-06-23,47.8836,49.2802,46.7464,48.931,47.2152,857986.52,1.7157999999999944,3.634,4119934.838,43.61689863240487,40.59856946783744,3.018329164567426,2.2628089579727644,1.5110404131893231,3.018329164567426,2.2628089579727644,1.5110404131893231,45.99218,43.87199,40.51191,38.89243666666667,36.9258125
2020-06-24,48.9111,49.4298,47.7639,48.9211,48.931,781284.16,-0.0098999999999946,-0.0202,3807328.549,44.43292961203489,41.2150532109606,3.2178764010742924,2.45382244659307,1.5281079089624452,3.2178764010742924,2.45382244659307,1.5281079089624452,47.2192,44.58218000000001,41.25289,39.26111333333334,37.28655208333333
2020-06-29,48.0831,48.9011,47.4646,47.9135,48.9211,707237.11,-1.0076000000000036,-2.0596,3408549.587,44.96840197941414,41.711234454593146,3.257167524820993,2.6144914622386546,1.2853521251646765,3.257167524820993,2.6144914622386546,1.2853521251646765,47.69404000000001,45.17247,41.946935,39.612536666666664,37.62646041666667
2020-06-30,49.0807,51.4749,48.7615,51.2255,47.9135,906676.12,3.3119999999999976,6.9125,4543470.074,45.93103244411965,42.41599486536403,3.5150375787556243,2.7946006855420484,1.4408737864271517,3.5150375787556243,2.7946006855420484,1.4408737864271517,48.84126,46.12229,42.804665,40.08916333333333,38.03520833333334
2020-07-01,50.9362,51.5746,49.8787,51.5746,51.2255,771150.15,0.3490999999999999,0.6815,3927911.729,46.799273606562785,43.09441006052224,3.704863546040542,2.9766532576417473,1.4564205767975897,3.704863546040542,2.9766532576417473,1.4564205767975897,49.713139999999996,47.19124000000001,43.548925000000004,40.64888333333333,38.43831041666667
2020-07-02,50.8863,51.8938,50.4573,51.1656,51.5746,738657.49,-0.4089999999999989,-0.793,3771686.721,47.47101612863005,43.69227598196504,3.778740146665008,3.1370706354463995,1.2833390224372172,3.778740146665008,3.1370706354463995,1.2833390224372172,50.16006,48.076119999999996,44.257425,41.158476666666665,38.82810625
2020-07-03,50.9062,51.4749,48.8812,50.4773,51.1656,1058318.88,-0.6882999999999981,-1.3452,5299040.146,47.93352133961004,44.194870353671334,3.7386509859387047,3.25738670554486,0.962528560787689,3.7386509859387047,3.25738670554486,0.962528560787689,50.4713,48.84525,44.840395,41.66171333333333,39.21935416666667
2020-07-06,50.3177,53.1508,49.4797,52.5822,50.4773,1301078.1,2.1049000000000007,4.17,6694354.302,48.64870267197772,44.816154031177156,3.8325486408005673,3.3724190925960014,0.920259096409132,3.8325486408005673,3.3724190925960014,0.920259096409132,51.40504,49.54954,45.547755,42.240473333333334,39.647275
2020-07-07,52.8715,56.4129,52.642,54.5673,52.5822,1222246.99,1.9851000000000028,3.7752,6718833.299,49.559256107058076,45.53846113997885,4.020794967079226,3.5020942674926463,1.0374013991731594,4.020794967079226,3.5020942674926463,1.0374013991731594,52.07340000000001,50.45733,46.291199999999996,42.92241,40.122933333333336
2020-07-08,54.6172,56.1335,53.7892,55.6647,54.5673,914162.04,1.0974000000000004,2.0111,5045022.392,50.49855516751068,46.288552907387825,4.210002260122856,3.643675866018688,1.1326527882083361,4.210002260122856,3.643675866018688,1.1326527882083361,52.89142,51.302279999999996,47.11593,43.65164666666667,40.62480416666667
2020-07-09,55.8542,57.6798,55.6647,56.1535,55.6647,964646.64,0.4887999999999977,0.8781,5453848.934,51.36854668020135,47.0192897290628,4.34925695113855,3.7847920830426602,1.128929736191779,4.34925695113855,3.7847920830426602,1.128929736191779,53.888999999999996,52.024530000000006,47.94826,44.349450000000004,41.12521458333333
2020-07-10,55.4751,57.3306,54.8068,56.0338,56.1535,767917.43,-0.1197000000000017,-0.2132,4319566.72,52.08627796017037,47.6870312306137,4.399246729556673,3.907683012345463,0.9831274344224195,4.399246729556673,3.907683012345463,0.9831274344224195,55.0003,52.7358,48.65899,45.080526666666664,41.566825
2020-07-13,56.1136,59.8545,56.1136,59.8545,56.0338,1022298.23,3.820700000000002,6.8186,6000437.019,53.28138904322108,48.588325213531206,4.693063829689876,4.064759175814346,1.2566093077510612,4.693063829689876,4.064759175814346,1.2566093077510612,56.45476,53.929899999999996,49.551185,45.94125666666666,42.0784625
2020-07-14,58.8569,59.8545,57.3605,58.817,59.8545,1141884.28,-1.0375000000000014,-1.7334,6698074.018,54.133021498110146,49.346004827343705,4.787016670766441,4.209210674804765,1.1556119919233527,4.787016670766441,4.209210674804765,1.1556119919233527,57.304700000000004,54.689049999999995,50.40567,46.766126666666665,42.54918333333334
2020-07-15,59.655,60.9718,56.4228,56.6323,58.817,1224340.26,-2.1846999999999994,-3.7144,7171518.876,54.517525883016276,49.88573039568861,4.631795487327665,4.2937276373093445,0.6761357000366406,4.631795487327665,4.2937276373093445,0.6761357000366406,57.49822,55.19482000000001,51.19303,47.43089,42.9712
2020-07-16,57.3705,58.3082,52.5423,52.7917,56.6323,1767492.12,-3.840600000000002,-6.7816,9724763.41,54.25201420870608,50.10098740341538,4.151026805290698,4.265187470905615,-0.228321331229834,4.151026805290698,4.265187470905615,-0.228321331229834,56.82586,55.35743,51.716775,47.95742666666667,43.323412499999996
2020-07-17,52.8715,55.6248,52.8715,55.0262,52.7917,1272709.14,2.234500000000004,4.2327,6956297.265,54.371119715058995,50.46581796612535,3.9053017489336455,4.193210326511221,-0.5758171551551516,3.9053017489336455,4.193210326511221,-0.5758171551551516,56.624340000000004,55.81232,52.328785,48.497703333333334,43.716116666666665
2020-07-20,58.8569,58.8569,54.298,55.5549,55.0262,1792554.98,0.5287000000000006,0.9608,10071444.25,54.55323975889607,50.842787005671624,3.7104527532244447,4.096658811853866,-0.7724121172588418,3.7104527532244447,4.096658811853866,-0.7724121172588418,55.76442000000001,56.109590000000004,52.829565,49.06836666666666,44.12956458333333
2020-07-21,55.2856,56.363,54.0187,55.8642,55.5549,1120007.28,0.3092999999999932,0.5567,6197864.813,54.75492594983513,51.214743523770025,3.5401824260651082,3.9853635346961145,-0.8903622172620125,3.5401824260651082,3.9853635346961145,-0.8903622172620125,55.173860000000005,56.239279999999994,53.348304999999996,49.60722666666666,44.5331875
