,trade_date,ts_code,name,industry,area,pe,float_share,total_share,total_assets,liquid_assets,fixed_assets,reserved,reserved_pershare,eps,bvps,pb,list_date,undp,per_undp,rev_yoy,profit_yoy,gpr,npr,holder_num
2687,20220325,300833.SZ,浩洋股份,专用机械,广东,46.82,0.21,0.84,20.14,18.29,0.58,11.34,13.44,1.097,21.5,3.19,20200520,5.55,6.59,30.22,38.62,44.61,23.5,8442
2688,20220325,300285.SZ,国瓷材料,陶瓷,山东,43.17,7.88,10.04,78.79,43.65,12.61,19.09,1.9,0.79,5.7,6.0,20120113,25.46,2.54,24.37,38.57,45.04,25.15,32133
2689,20220325,002880.SZ,卫光生物,生物制药,深圳,36.19,2.27,2.27,19.05,9.88,2.88,5.75,2.53,0.607,7.5,3.91,20170616,7.85,3.46,1.5,13.81,40.72,22.32,11523
2690,20220325,601608.SH,中信重工,专用机械,河南,50.24,43.39,43.39,201.49,120.19,39.46,19.79,0.46,0.055,1.72,2.13,20120706,3.77,0.09,27.3,17.24,22.17,4.32,102451
2691,20220325,000751.SZ,锌业股份,铅锌,辽宁,25.13,14.1,14.1,57.99,36.43,11.1,13.16,0.93,0.109,2.14,1.71,19970626,-0.78,-0.06,62.57,11.55,6.13,1.94,165752
2692,20220325,600299.SH,安迪苏,化学制药,北京,15.68,26.82,26.82,207.77,63.12,68.31,12.61,0.47,0.47,5.26,1.85,20000420,106.03,3.95,5.2,13.91,38.84,13.39,31000
2693,20220325,600590.SH,泰豪科技,电气设备,江西,8.75,8.44,8.53,131.01,93.91,8.65,25.2,2.95,0.522,4.86,1.25,20020703,6.67,0.78,20.95,293.59,20.36,13.63,56777
2694,20220325,002989.SZ,中天精装,装修装饰,深圳,18.85,0.76,1.51,31.98,29.55,0.88,8.26,5.46,0.77,11.12,1.75,20200610,6.29,4.16,-5.35,-25.08,15.21,6.68,14324
2695,20220325,600273.SH,嘉化能源,化工原料,浙江,8.57,14.2,14.2,110.29,31.82,57.66,24.55,1.73,0.86,5.87,1.66,20030627,42.2,2.97,49.42,41.92,29.8,20.63,42265
2696,20220325,603899.SH,晨光文具,文教休闲,上海,31.76,9.22,9.28,101.47,71.16,18.14,4.2,0.45,1.21,6.16,8.28,20150127,40.96,4.42,42.33,22.38,24.15,9.19,28670
2697,20220325,600104.SH,上汽集团,汽车整车,上海,7.31,116.83,116.83,8657.0,5171.25,788.0,572.08,4.9,1.76,23.18,0.73,19971125,1445.84,12.38,11.09,22.24,11.48,3.78,241885
2698,20220325,002957.SZ,科瑞技术,专用机械,深圳,28.45,1.55,4.12,41.74,32.35,4.38,7.94,1.93,0.42,6.35,2.48,20190726,13.02,3.16,12.8,-29.63,36.31,9.96,22507
2699,20220325,600282.SH,南钢股份,普钢,江苏,5.45,44.61,61.59,577.01,252.64,192.71,55.43,0.9,0.67,4.28,0.84,20000919,131.19,2.13,42.45,43.75,11.68,5.41,95311
2700,20220325,300112.SZ,万讯自控,电器仪表,深圳,25.81,2.19,2.86,16.89,9.76,2.8,4.87,1.7,0.28,4.09,2.36,20100827,2.92,1.02,29.3,36.3,51.48,12.48,22326
2701,20220325,605228.SH,神通科技,汽车配件,浙江,39.04,0.97,4.25,19.7,11.14,5.11,6.23,1.47,0.17,3.39,2.49,20210120,3.6,0.85,-1.21,-18.1,22.52,6.99,25029
2702,20220325,002111.SZ,威海广泰,航空,山东,12.55,4.74,5.35,53.79,35.27,8.83,12.09,2.26,0.58,6.36,1.51,20070126,14.91,2.79,28.37,28.04,33.76,13.54,34564
2703,20220325,002250.SZ,联化科技,化工原料,浙江,32.84,9.19,9.23,120.58,48.39,41.73,22.09,2.39,0.3,6.78,1.94,20080619,28.1,3.04,38.42,25.16,27.18,5.85,13426
2704,20220325,300755.SZ,华致酒行,其他商业,云南,21.88,4.13,4.17,55.25,52.84,0.42,8.57,2.06,1.39,7.96,5.11,20190129,19.22,4.61,62.25,81.33,21.16,9.73,26376
2705,20220325,600513.SH,联环药业,化学制药,江苏,24.02,2.85,2.88,22.06,11.01,6.05,2.72,0.94,0.3,3.92,2.44,20030319,5.16,1.79,21.28,8.17,51.43,7.35,35069
2706,20220325,000837.SZ,秦川机床,机床制造,陕西,21.89,6.93,8.99,76.98,44.78,24.81,18.3,2.03,0.36,3.56,2.34,19980928,3.88,0.43,37.42,112.2,19.43,6.32,76900
2707,20220325,688329.SH,艾隆科技,医疗保健,江苏,46.72,0.17,0.77,10.41,6.62,0.96,4.4,5.71,0.56,10.42,3.07,20210329,2.03,2.63,0.0,0.0,60.07,19.12,4092
2708,20220325,300995.SZ,奇德新材,塑料,广东,50.96,0.21,0.84,7.77,5.35,0.72,3.83,4.55,0.43,7.62,3.27,20210526,1.52,1.8,0.0,0.0,26.18,13.67,10005
2709,20220325,601991.SH,大唐发电,火力发电,北京,2444.87,123.96,185.07,2812.91,375.63,1861.63,62.73,0.34,-0.06,2.11,1.13,20061220,-23.36,-0.13,9.01,-99.5,8.57,0.02,200117
2710,20220325,000920.SZ,沃顿科技,环境保护,贵州,29.13,4.22,4.22,23.83,9.71,4.92,0.0,0.0,0.244,2.98,3.18,19990616,7.45,1.76,29.32,60.99,38.32,9.74,29599
2711,20220325,600525.SH,长园集团,电气设备,深圳,0.0,13.06,13.06,133.21,79.03,7.75,17.26,1.32,-0.019,3.3,1.43,20021202,11.11,0.85,-1.08,-113.49,38.89,-0.6,44087
2712,20220325,603121.SH,华培动力,汽车配件,上海,30.61,2.59,2.65,16.88,9.67,4.55,6.04,2.28,0.23,4.34,2.17,20190111,2.61,0.99,59.95,24.25,27.0,8.66,23476
2713,20220325,603045.SH,福达合金,电气设备,浙江,42.47,1.38,1.38,21.68,14.69,4.52,2.46,1.79,0.42,6.32,2.79,20180517,4.42,3.21,27.19,29.16,10.85,1.95,14586
2714,20220325,300571.SZ,平治信息,互联网,浙江,20.63,0.96,1.4,34.33,30.44,0.59,0.04,0.03,1.96,7.48,6.43,20161213,7.95,5.69,50.62,40.7,17.47,9.72,10237
2715,20220325,600050.SH,中国联通,电信运营,北京,17.25,307.56,309.88,5932.84,1262.52,3109.16,804.43,2.6,0.21,4.82,0.73,20021009,416.45,1.34,7.9,14.2,24.55,1.92,581732
2716,20220325,000609.SZ,*ST中迪,区域地产,北京,0.0,2.92,2.99,37.57,35.77,0.05,0.39,0.13,-0.39,3.75,1.25,19961010,6.43,2.15,-43.07,-300.11,31.28,-220.83,19864
2717,20220325,600886.SH,国投电力,水力发电,北京,15.1,69.66,74.54,2411.24,243.43,1826.76,77.95,1.05,0.48,6.21,1.51,19960118,257.93,3.46,8.88,-33.58,36.84,10.71,93827
2718,20220325,688393.SH,安必平,医疗保健,广东,26.34,0.59,0.93,13.35,10.19,0.67,7.32,7.84,0.8,12.95,2.17,20200820,3.36,3.59,23.6,12.26,78.09,22.78,7885
2719,20220325,601098.SH,中南传媒,出版业,湖南,12.45,17.96,17.96,241.83,209.15,13.55,44.23,2.46,0.56,8.0,1.17,20101028,63.68,3.55,22.33,0.04,43.76,12.94,29644
2720,20220325,002271.SZ,东方雨虹,其他建材,北京,28.01,19.79,25.2,406.22,292.26,51.7,107.4,4.26,1.12,10.49,3.78,20080910,114.27,4.54,51.44,25.7,30.62,11.81,111332
2721,20220325,002947.SZ,恒铭达,元器件,江苏,145.18,1.53,2.29,21.95,17.32,2.35,11.05,4.83,0.137,7.47,2.65,20190201,3.9,1.7,75.59,-70.23,26.8,2.77,10825
2722,20220325,002651.SZ,利君股份,专用机械,四川,36.34,5.56,10.33,30.68,18.94,1.83,4.59,0.44,0.17,2.29,3.55,20120106,5.85,0.57,45.49,27.77,43.26,23.94,22678
2723,20220325,300528.SZ,幸福蓝海,影视音像,江苏,0.0,3.73,3.73,32.93,14.26,2.92,8.6,2.31,-0.303,1.7,4.08,20160808,-6.35,-1.7,155.79,58.95,62.29,-20.31,22070
2724,20220325,603005.SH,晶方科技,半导体,江苏,29.17,4.07,4.08,42.03,25.01,8.22,18.21,4.46,1.01,9.05,4.36,20140210,13.26,3.25,41.27,54.26,52.93,38.31,102773
2725,20220325,603773.SH,沃格光电,元器件,江西,0.0,1.22,1.22,26.05,10.53,10.12,9.38,7.66,-0.22,12.52,1.48,20180417,4.69,3.84,73.79,-290.37,22.11,-2.56,13507
2726,20220325,300363.SZ,博腾股份,化学制药,重庆,106.04,4.63,5.44,58.76,28.8,17.09,17.29,3.18,0.66,7.31,12.82,20140129,14.28,2.62,36.41,50.92,43.71,17.77,26351
2727,20220325,002996.SZ,顺博合金,铝,重庆,16.32,1.26,4.39,50.14,40.74,6.51,6.14,1.4,0.78,4.99,2.55,20200828,10.45,2.38,105.07,74.74,5.59,3.43,28090
2728,20220325,002346.SZ,柘中股份,电气设备,上海,13.68,3.95,4.42,49.83,9.23,2.98,5.21,1.18,1.02,5.44,2.55,20100128,13.26,3.0,13.98,178.33,21.29,65.0,29692
2729,20220325,300110.SZ,华仁药业,化学制药,山东,34.92,11.81,11.82,57.82,32.31,12.4,5.28,0.45,0.099,1.99,2.32,20100825,5.81,0.49,304.53,116.82,13.78,2.86,46987
2730,20220325,603818.SH,曲美家居,家居用品,北京,27.69,5.8,5.8,76.71,22.43,15.69,6.93,1.19,0.31,3.59,3.22,20150422,9.37,1.61,29.0,481.68,41.99,4.85,15405
2731,20220325,300811.SZ,铂科新材,元器件,深圳,72.34,0.5,1.04,11.49,7.31,2.47,3.84,3.71,0.81,9.07,8.66,20191230,4.23,4.08,54.54,8.6,34.61,16.15,8300
2732,20220325,601628.SH,中国人寿,保险,北京,11.07,208.24,282.65,47321.96,0.0,416.78,542.5,1.92,1.72,16.66,1.52,20070109,2091.91,7.4,5.23,3.02,7.02,6.67,187743
2733,20220325,002110.SZ,三钢闽光,普钢,福建,3.77,24.52,24.52,494.61,243.63,141.96,39.89,1.63,1.38,9.54,0.72,20070126,151.06,6.16,38.25,70.14,12.73,6.9,64594
2734,20220325,002455.SZ,百川股份,化工原料,江苏,29.82,4.98,5.93,72.0,24.82,25.24,6.78,1.14,0.43,3.31,3.47,20100803,5.59,0.94,83.88,243.58,12.54,5.68,119906
2735,20220325,002261.SZ,拓维信息,互联网,湖南,73.28,9.51,12.48,49.02,30.92,1.49,26.9,2.16,0.08,2.82,2.43,20080723,-4.59,-0.37,36.3,34.1,37.75,6.74,106596
2736,20220325,601969.SH,海南矿业,普钢,海南,21.13,20.22,20.22,108.99,54.74,20.7,37.98,1.88,0.44,2.77,3.3,20141209,-5.84,-0.29,49.04,513.55,48.53,21.23,67741
2737,20220325,603133.SH,碳元科技,元器件,江苏,0.0,2.09,2.09,10.57,2.79,3.1,4.7,2.25,-1.82,2.14,5.32,20170320,-2.85,-1.36,-38.41,-597.69,4.47,-138.97,31443
2738,20220325,600508.SH,上海能源,煤炭开采,上海,8.92,7.23,7.23,180.25,28.85,110.91,9.17,1.27,0.86,14.87,0.69,20010829,84.63,11.71,28.85,3.53,22.34,8.9,44445
2739,20220325,002160.SZ,常铝股份,铝,江苏,30.96,7.61,7.96,70.98,43.56,16.53,23.39,2.94,0.11,3.96,1.15,20070821,-0.54,-0.07,57.29,240.73,13.43,1.94,60324
2740,20220325,002806.SZ,华锋股份,铝,广东,86.83,1.39,1.92,17.17,6.8,3.23,9.49,4.95,0.1,5.95,1.91,20160726,-0.24,-0.12,54.86,148.79,19.44,3.81,16876
2741,20220325,600837.SH,海通证券,证券,上海,8.48,88.73,130.64,7534.91,0.0,144.91,749.12,5.73,0.91,12.41,0.83,19940224,496.92,3.8,23.31,39.1,48.39,33.95,297792
2742,20220325,002533.SZ,金杯电工,电气设备,湖南,14.35,5.98,7.34,79.83,60.63,12.98,13.92,1.9,0.36,4.6,1.48,20101231,10.78,1.47,79.32,48.96,13.33,2.81,41431
2743,20220325,688055.SH,龙腾光电,元器件,江苏,18.64,17.87,33.33,62.97,26.99,27.14,0.62,0.02,0.23,1.39,4.09,20200817,10.37,0.31,49.74,559.1,28.65,17.05,29109
2744,20220325,688013.SH,天臣医疗,医疗保健,江苏,37.47,0.34,0.8,5.27,4.52,0.66,3.64,4.55,0.45,6.43,3.53,20200928,0.52,0.65,28.64,39.42,57.12,23.78,4274
2745,20220325,002463.SZ,沪电股份,元器件,江苏,24.2,18.96,18.97,116.49,57.77,25.7,3.0,0.16,0.56,3.81,3.56,20100818,42.33,2.23,-0.55,-20.8,27.18,14.34,126313
2746,20220325,000839.SZ,中信国安,综合类,北京,0.0,39.2,39.2,115.53,51.28,1.82,19.96,0.51,-0.105,1.22,1.85,19971031,-7.64,-0.19,-0.4,-195.75,12.2,-21.39,163896
2747,20220325,300139.SZ,晓程科技,元器件,北京,24.2,2.33,2.74,12.09,4.91,1.83,5.8,2.12,0.315,3.86,2.63,20101112,1.01,0.37,9.35,1902.41,52.2,60.58,47233
2748,20220325,002114.SZ,罗平锌电,铅锌,云南,83.24,3.23,3.23,23.6,6.6,6.29,14.95,4.62,0.09,4.54,1.73,20070215,-3.94,-1.22,5.93,124.01,13.49,1.68,44600
2749,20220325,300674.SZ,宇信科技,软件服务,北京,61.75,6.47,7.12,38.93,31.72,0.85,8.16,1.15,0.24,4.16,4.32,20181107,11.25,1.58,26.59,13.77,35.39,7.56,29174
2750,20220325,300922.SZ,天秦装备,专用机械,河北,43.21,0.61,1.12,8.91,7.37,0.76,5.69,5.08,0.51,7.62,3.83,20201225,1.45,1.29,1.5,32.01,44.22,36.59,13507
2751,20220325,300099.SZ,精准信息,电器仪表,山东,29.02,5.09,6.67,21.26,11.22,1.94,7.79,1.17,0.203,2.76,2.84,20100806,3.27,0.49,65.55,609.93,51.9,27.96,44006
2752,20220325,002368.SZ,太极股份,软件服务,北京,107.42,5.76,5.8,152.42,122.62,11.46,7.88,1.36,0.15,5.7,3.73,20100312,17.39,3.0,48.22,10.24,19.31,1.23,38408
2753,20220325,000037.SZ,深南电A,火力发电,深圳,0.0,3.39,6.03,32.37,20.2,8.94,3.63,0.6,-0.07,3.34,2.01,19940701,7.15,1.19,-26.74,-134.39,-0.94,-7.48,36786
2754,20220325,600906.SH,财达证券,证券,河北,49.84,5.0,32.45,461.59,0.0,1.56,47.29,1.46,0.18,3.43,3.26,20210507,10.59,0.33,0.0,0.0,39.99,27.81,113325
2755,20220325,301076.SZ,新瀚新材,化工原料,江苏,36.98,0.2,0.8,11.43,9.25,0.38,6.08,7.64,0.85,12.53,2.5,20211011,2.64,3.32,0.0,0.0,34.28,21.36,11512
2756,20220325,002227.SZ,奥 特 迅,电气设备,深圳,0.0,2.2,2.48,13.49,4.89,3.31,3.16,1.28,-0.06,3.66,3.66,20080506,1.96,0.79,19.02,31.44,21.59,-6.33,25911
2757,20220325,601788.SH,光大证券,证券,上海,13.02,39.07,46.11,2503.38,0.0,8.35,242.13,5.25,0.68,11.41,1.07,20090818,125.05,2.71,15.32,-1.6,34.46,26.47,212234
2758,20220325,600739.SH,辽宁成大,商贸代理,辽宁,9.56,15.3,15.3,423.81,88.54,35.26,62.97,4.12,1.224,16.71,0.93,19960819,166.93,10.91,9.15,-25.89,14.19,13.86,64393
2759,20220325,601163.SH,三角轮胎,汽车配件,山东,15.12,8.0,8.0,165.74,107.75,46.73,52.25,6.53,0.61,13.79,0.89,20160909,39.37,4.92,7.09,-40.6,18.11,7.3,53035
2760,20220325,603890.SH,春秋电子,元器件,江苏,14.32,4.36,4.39,49.67,31.98,12.72,12.24,2.79,0.58,5.92,1.69,20171212,8.19,1.87,21.06,17.21,15.92,7.86,22111
2761,20220325,000669.SZ,ST金鸿,供气供热,吉林,0.0,6.8,6.8,37.45,10.47,20.32,16.17,2.38,-0.029,1.85,1.2,19961210,-11.72,-1.72,-22.65,-107.95,13.44,-1.46,26753
2762,20220325,603986.SH,兆易创新,半导体,北京,46.48,6.17,6.67,146.15,103.26,7.8,79.38,11.89,2.5,18.9,8.1,20160818,38.94,5.83,99.45,144.92,44.32,26.04,146900
2763,20220325,603617.SH,君禾股份,专用机械,浙江,35.5,1.99,2.59,17.58,10.48,5.07,1.31,0.51,0.41,3.52,4.08,20170703,3.3,1.27,34.92,14.5,23.75,12.01,6969
2764,20220325,003032.SZ,传智教育,文教休闲,江苏,68.14,1.65,4.02,17.68,12.99,0.02,2.76,0.69,0.16,2.98,4.81,20210112,4.62,1.15,11.12,361.21,48.91,12.98,22472
2765,20220325,300999.SZ,金龙鱼,食品,上海,63.72,5.43,54.22,2072.5,1250.18,321.96,365.98,6.75,0.76,15.99,3.04,20201015,421.78,7.78,16.06,-31.15,8.18,1.83,191620
2766,20220325,688313.SH,仕佳光子,通信设备,河南,142.4,3.22,4.59,15.46,10.25,3.83,6.51,1.42,0.058,2.62,4.21,20200812,0.54,0.12,13.0,-26.8,22.51,4.72,11481
2767,20220325,603927.SH,中科软,软件服务,北京,39.65,4.54,5.94,59.83,56.59,1.39,3.94,0.66,0.48,3.92,6.48,20190909,11.01,1.85,8.75,38.68,29.45,7.21,44200
2768,20220325,688425.SH,铁建重工,专用机械,湖南,13.12,12.01,51.41,248.9,169.87,48.7,40.78,0.79,0.3,2.66,1.65,20210622,38.34,0.75,0.0,0.0,32.77,18.0,153109
2769,20220325,000157.SZ,中联重科,工程机械,湖南,7.46,70.63,86.75,1314.6,993.87,65.11,194.93,2.25,0.7,6.49,1.02,20001012,255.21,2.94,20.3,1.13,24.36,10.57,398126
2770,20220325,000538.SZ,云南白药,中成药,云南,31.73,6.04,12.79,522.34,465.25,28.36,181.93,14.22,1.92,29.66,2.73,19931215,163.75,12.8,18.52,-42.38,28.04,8.64,161054
2771,20220325,603378.SH,亚士创能,染料涂料,上海,26.2,2.79,2.99,76.58,48.67,6.65,9.01,3.02,0.44,7.7,1.99,20170928,9.29,3.11,55.42,-46.17,25.53,3.56,13223
2772,20220325,002713.SZ,东易日盛,装修装饰,北京,0.0,4.05,4.2,38.44,18.82,5.14,4.25,1.01,-0.45,1.69,4.54,20140219,-2.85,-0.68,50.43,10.96,30.59,-6.99,13300
2773,20220325,002418.SZ,康盛股份,家用电器,浙江,224.1,11.36,11.36,27.08,14.97,5.47,4.92,0.43,0.011,1.28,2.56,20100601,-2.5,-0.22,22.68,141.08,11.1,0.73,51238
2774,20220325,300947.SZ,德必集团,综合类,上海,21.61,0.45,0.81,40.54,13.88,0.04,12.58,15.57,1.02,16.0,1.78,20210210,-0.73,-0.91,13.36,18.79,37.9,11.5,11220
2775,20220325,601898.SH,中煤能源,煤炭开采,北京,6.41,91.52,132.59,3140.53,957.55,1075.36,388.38,2.93,0.89,8.47,0.9,20080201,505.48,3.81,61.34,185.38,23.45,7.33,131612
2776,20220325,300536.SZ,农尚环境,建筑工程,湖北,1286.03,2.38,2.93,11.4,9.71,0.19,0.08,0.03,0.008,2.08,6.82,20160920,2.73,0.93,31.78,0.33,16.04,1.05,7344
2777,20220325,688395.SH,正弦电气,电气设备,深圳,23.7,0.18,0.86,8.36,7.17,0.92,3.09,3.6,0.78,7.66,2.85,20210429,2.18,2.54,0.0,0.0,32.34,16.45,5356
2778,20220325,002524.SZ,光正眼科,医疗保健,新疆,64.03,5.09,5.15,18.24,3.46,1.9,1.07,0.21,0.09,0.7,10.96,20101217,-2.02,-0.39,25.96,51.74,33.85,5.91,55109
2779,20220325,600505.SH,西昌电力,水力发电,四川,57.9,3.65,3.65,43.26,7.38,14.85,0.75,0.21,0.112,3.36,2.58,20020530,6.05,1.66,16.15,54.91,20.14,5.02,28181
2780,20220325,002219.SZ,*ST恒康,医疗保健,甘肃,0.0,18.44,18.65,49.85,13.21,15.56,10.17,0.55,-0.032,0.04,81.07,20080306,-29.37,-1.57,10.78,-20.49,24.95,-2.66,27071
2781,20220325,300978.SZ,东箭科技,汽车配件,广东,57.76,0.43,4.23,22.6,17.83,2.67,7.7,1.82,0.24,3.54,4.89,20210426,2.37,0.56,0.0,0.0,28.77,7.89,14531
2782,20220325,603885.SH,吉祥航空,空运,上海,0.0,17.97,19.66,410.21,38.45,93.36,50.96,2.59,-0.03,5.04,2.79,20150527,36.94,1.88,27.33,89.62,4.68,-0.55,21130
2783,20220325,600916.SH,中国黄金,黄金,北京,26.83,8.22,16.8,119.64,116.51,0.94,23.97,1.43,0.34,3.91,3.04,20210205,20.63,1.23,58.27,69.54,3.03,1.51,81560
2784,20220325,300680.SZ,隆盛科技,汽车配件,江苏,48.34,1.4,2.02,15.32,7.35,3.13,4.57,2.26,0.352,4.32,5.25,20170725,2.0,0.99,67.22,137.31,25.31,11.5,8132
2785,20220325,301158.SZ,德石股份,专用机械,山东,108.53,0.36,1.5,9.52,7.62,1.46,3.45,2.29,0.187,7.79,3.46,20220117,1.45,0.96,0.0,0.0,35.24,12.64,26332
2786,20220325,000488.SZ,晨鸣纸业,造纸,山东,6.64,16.65,29.84,863.2,340.37,359.82,52.62,1.76,0.61,6.7,0.96,20001120,112.17,3.76,16.71,102.71,25.7,8.47,185791
2787,20220325,600121.SH,郑州煤电,煤炭开采,河南,0.0,12.18,12.18,127.85,45.1,42.08,2.25,0.18,-0.06,1.49,2.89,19980107,-5.81,-0.48,6.78,82.17,28.94,-3.39,101722
2788,20220325,300578.SZ,会畅通讯,通信设备,上海,60.0,1.89,2.0,22.01,10.85,0.41,14.61,7.32,0.31,9.7,2.22,20170125,2.61,1.31,-6.91,-50.95,45.7,11.04,27000
2789,20220325,002544.SZ,杰赛科技,通信设备,广东,92.49,6.61,6.83,89.15,78.93,6.11,19.37,2.83,0.192,5.27,4.49,20110128,9.47,1.39,7.7,78.47,19.93,3.17,32160
2790,20220325,300042.SZ,朗科科技,IT设备,深圳,32.42,1.74,2.0,11.97,9.75,0.42,5.36,2.67,0.323,5.57,2.51,20100108,3.48,1.74,41.22,16.09,10.99,4.71,19100
2791,20220325,688621.SH,阳光诺和,医疗保健,北京,81.27,0.17,0.8,12.43,9.42,0.87,5.0,6.25,1.51,9.52,11.27,20210621,1.71,2.14,42.12,45.81,53.41,21.4,4478
2792,20220325,002048.SZ,宁波华翔,汽车配件,浙江,10.43,6.15,8.14,193.1,105.71,32.71,26.43,3.25,1.51,17.01,0.95,20050603,63.28,7.77,13.1,55.05,17.97,7.31,31879
2793,20220325,688003.SH,天准科技,专用机械,江苏,197.48,0.73,1.94,25.56,20.45,1.57,11.48,5.93,0.12,7.96,3.76,20190722,2.34,1.21,36.97,23.63,43.1,3.71,9816
2794,20220325,603936.SH,博敏电子,元器件,广东,23.96,5.11,5.11,65.27,28.67,15.07,20.08,3.93,0.4,7.01,1.83,20151209,11.02,2.16,31.38,30.67,19.27,7.81,33383
2795,20220325,688176.SH,亚虹医药-U,化学制药,江苏,0.0,1.01,5.7,7.56,6.75,0.1,5.7,1.0,-0.301,5.4,2.57,20220107,-3.34,-0.59,0.0,0.0,0.0,0.0,65844
2796,20220325,002540.SZ,亚太科技,铝,江苏,18.27,8.95,12.71,56.27,35.2,14.62,19.48,1.53,0.22,3.8,1.4,20110118,15.11,1.19,66.53,13.34,14.72,6.5,56601
2797,20220325,002977.SZ,天箭科技,通信设备,四川,36.65,0.32,0.72,12.17,10.62,0.03,6.15,8.6,1.24,13.87,4.37,20200317,2.74,3.83,89.96,129.06,48.78,33.0,14122
2798,20220325,601186.SH,中国铁建,建筑工程,北京,4.23,115.03,135.8,13668.74,9475.15,582.78,448.94,3.31,1.15,14.68,0.51,20080310,1361.07,10.02,17.86,20.12,8.56,2.43,300138
2799,20220325,600369.SH,西南证券,证券,重庆,23.37,56.45,66.45,820.96,0.0,2.23,116.54,1.75,0.14,3.8,1.12,20010109,34.04,0.51,9.33,20.17,40.95,35.29,135228
2800,20220325,002410.SZ,广联达,软件服务,北京,91.51,9.94,11.9,98.57,51.98,8.24,33.01,2.77,0.4,5.22,9.35,20100525,18.32,1.54,39.74,106.89,87.46,13.37,39955
2801,20220325,688601.SH,力芯微,半导体,江苏,68.37,0.14,0.64,10.94,10.57,0.12,5.91,9.23,2.16,15.18,10.81,20210628,2.72,4.25,39.06,109.11,37.86,20.05,6641
2802,20220325,600787.SH,中储股份,仓储物流,天津,13.48,21.8,22.0,253.67,127.0,38.4,36.65,1.67,0.3,5.57,0.95,19970121,45.18,2.05,60.63,138.43,2.38,1.21,50782
2803,20220325,301082.SZ,久盛电气,电气设备,浙江,36.75,0.34,1.62,18.8,16.6,1.18,0.42,0.26,0.431,6.41,3.29,20211027,3.25,2.01,0.0,0.0,15.27,4.91,38006
2804,20220325,603855.SH,华荣股份,专用机械,上海,17.05,3.36,3.38,37.74,30.25,2.96,7.35,2.18,0.89,4.94,4.06,20170524,5.81,1.72,47.36,47.17,47.01,14.27,11192
2805,20220325,600536.SH,中国软件,软件服务,北京,0.0,4.95,4.95,102.34,84.6,4.73,10.31,2.09,-0.92,3.72,10.5,20020517,2.78,0.56,96.14,16.83,35.42,-10.42,123705
2806,20220325,600423.SH,柳化股份,农药化肥,广西,116.42,7.99,7.99,4.85,4.27,0.58,17.74,2.22,0.04,0.53,7.94,20030717,-21.88,-2.74,18.83,126.6,20.19,22.64,23488
2807,20220325,600098.SH,广州发展,火力发电,广东,22.53,26.99,35.44,503.56,109.34,195.73,41.08,1.16,0.28,6.82,0.92,19970718,80.14,2.26,23.63,-12.31,6.41,2.64,55966
2808,20220325,600537.SH,亿晶光电,电气设备,浙江,0.0,11.76,11.76,73.27,39.08,20.71,15.11,1.28,-0.17,2.3,1.82,20030123,-0.35,-0.03,-1.3,-3887.66,2.36,-7.35,51558
2809,20220325,300253.SZ,卫宁健康,软件服务,上海,58.24,18.49,21.48,68.94,37.99,5.03,5.4,0.25,0.12,2.23,4.2,20110818,19.73,0.92,28.56,27.71,49.95,14.73,73545
2810,20220325,002259.SZ,ST升达,供气供热,四川,44.83,7.52,7.52,9.91,2.12,6.29,4.28,0.57,0.052,0.13,23.23,20080716,-11.24,-1.49,74.69,471.0,12.8,3.82,19760
2811,20220325,301180.SZ,万祥科技,元器件,江苏,48.26,0.38,4.0,13.38,7.81,3.81,0.3,0.08,0.34,2.76,7.93,20211116,2.67,0.67,0.0,0.0,26.63,13.76,23427
2812,20220325,300932.SZ,三友联众,电气设备,广东,24.35,0.76,1.26,24.2,16.06,4.43,10.29,8.19,0.89,13.08,2.15,20210122,4.71,3.75,27.03,-2.28,20.66,8.97,11872
2813,20220325,002965.SZ,祥鑫科技,汽车配件,广东,49.77,0.75,1.53,34.07,24.96,4.61,7.92,5.16,0.37,11.57,2.07,20191025,7.15,4.66,21.19,-53.64,17.23,3.53,14799
2814,20220325,300049.SZ,福瑞股份,医疗保健,内蒙,45.75,2.3,2.63,24.04,10.47,0.86,6.42,2.44,0.22,5.71,2.36,20100120,5.44,2.07,7.2,90.57,72.72,9.69,24146
2815,20220325,603383.SH,顶点软件,软件服务,福建,45.56,1.68,1.71,14.05,12.2,1.02,4.06,2.37,0.45,7.05,3.82,20170522,5.43,3.18,39.71,23.08,69.6,23.89,19082
2816,20220325,300512.SZ,中亚股份,专用机械,浙江,21.88,2.17,2.75,22.58,16.36,3.38,5.91,2.15,0.47,5.69,2.37,20160526,5.69,2.07,56.11,186.85,36.01,15.94,12538
2817,20220325,600761.SH,安徽合力,工程机械,安徽,12.1,7.4,7.4,116.36,84.38,18.77,3.15,0.43,0.86,7.85,1.32,19961009,39.49,5.34,20.47,-13.4,16.1,4.11,30324
2818,20220325,300345.SZ,华民股份,机械基件,湖南,134.3,4.41,4.41,5.7,3.06,0.95,2.47,0.56,0.03,1.16,4.46,20120801,-1.98,-0.45,3.4,34.45,27.91,10.81,25486
2819,20220325,002677.SZ,浙江美大,家用电器,浙江,14.44,4.18,6.46,21.9,12.03,6.32,1.05,0.16,0.7,3.03,4.44,20120525,8.26,1.28,30.36,34.5,52.05,29.4,93324
