,trade_date,ts_code,name,industry,area,pe,float_share,total_share,total_assets,liquid_assets,fixed_assets,reserved,reserved_pershare,eps,bvps,pb,list_date,undp,per_undp,rev_yoy,profit_yoy,gpr,npr,holder_num
1135,20220325,600185.SH,格力地产,区域地产,广东,13.15,19.04,19.04,330.85,261.57,6.1,7.32,0.38,0.35,4.75,1.24,19990611,58.52,3.07,45.16,7.26,28.58,10.38,71290
1136,20220325,002186.SZ,全 聚 德,酒店餐饮,北京,0.0,3.08,3.08,19.05,6.56,3.73,5.5,1.78,-0.22,3.63,2.44,20071120,1.21,0.39,40.87,66.95,7.89,-9.2,23515
1137,20220325,605319.SH,无锡振华,汽车配件,江苏,35.02,0.5,2.0,28.82,12.31,11.39,11.11,5.56,0.38,8.66,1.71,20210607,3.97,1.99,0.0,0.0,17.11,6.05,20722
1138,20220325,600555.SH,*ST海创,旅游服务,海南,0.0,9.74,13.04,20.05,10.45,0.34,4.04,0.31,-0.04,0.61,2.44,20010328,-10.64,-0.82,9.02,-238.53,24.51,-651.92,60211
1139,20220325,002386.SZ,天原股份,化工原料,四川,12.39,7.81,7.81,160.63,65.13,54.13,24.12,3.09,0.627,7.08,1.46,20100409,20.65,2.64,-20.19,3090.52,11.03,3.88,83100
1140,20220325,603365.SH,水星家纺,纺织,上海,11.85,2.67,2.67,31.8,23.44,4.07,8.95,3.36,0.94,9.38,1.58,20171120,12.29,4.61,28.23,44.43,38.62,10.18,8075
1141,20220325,603186.SH,华正新材,元器件,浙江,16.84,1.42,1.42,50.98,27.15,11.65,7.94,5.59,1.68,11.68,2.42,20170103,6.76,4.76,58.47,90.24,16.51,6.58,25589
1142,20220325,603043.SH,广州酒家,食品,广东,19.97,5.67,5.67,53.17,30.71,10.72,5.22,0.92,0.78,5.17,4.03,20170627,16.0,2.82,13.71,23.41,38.26,14.71,27352
1143,20220325,002446.SZ,盛路通信,通信设备,广东,277.8,8.36,9.08,38.82,23.76,2.09,21.1,2.32,0.02,3.37,1.77,20100713,-0.27,-0.03,-18.57,-91.79,40.14,2.17,73268
1144,20220325,603557.SH,ST起步,服饰,浙江,0.0,4.94,4.96,26.81,19.84,2.09,7.77,1.57,-0.06,3.03,1.48,20170818,1.29,0.26,-4.47,-132.04,35.96,-3.41,24238
1145,20220325,603048.SH,浙江黎明,汽车配件,浙江,26.38,0.37,1.47,10.82,4.7,4.01,2.8,1.9,0.599,8.74,2.41,20211116,3.01,2.05,0.0,0.0,41.39,19.18,45992
1146,20220325,300838.SZ,浙江力诺,电器仪表,浙江,25.03,0.53,1.36,11.31,8.01,1.26,3.53,2.59,0.5,6.02,2.76,20200608,2.97,2.18,62.77,54.5,28.51,13.6,14508
1147,20220325,002899.SZ,英派斯,文教休闲,山东,43.84,1.2,1.2,17.67,11.64,1.57,6.25,5.21,0.23,9.23,1.48,20170915,3.18,2.65,10.19,3.79,30.84,4.48,15612
1148,20220325,002983.SZ,芯瑞达,元器件,安徽,39.81,0.52,1.84,14.41,12.29,1.63,5.27,2.86,0.34,5.7,3.21,20200428,3.06,1.66,52.1,3.14,18.23,10.75,21724
1149,20220325,603028.SH,赛福天,钢加工,江苏,58.03,2.87,2.87,11.66,5.04,3.27,1.25,0.43,0.13,2.7,3.39,20160331,3.36,1.17,27.46,27.36,17.47,5.13,14305
1150,20220325,000752.SZ,*ST西发,啤酒,西藏,0.0,2.64,2.64,9.33,5.82,0.94,0.24,0.09,-0.05,0.14,33.22,19970625,-3.21,-1.22,10.21,77.24,23.08,-4.32,20627
1151,20220325,603037.SH,凯众股份,汽车配件,上海,20.55,1.05,1.05,9.5,6.01,1.9,4.52,4.31,0.62,8.3,2.03,20170120,2.62,2.49,13.58,30.61,37.13,17.18,9096
1152,20220325,600851.SH,海欣股份,化学制药,上海,46.53,7.38,12.07,54.27,9.66,3.23,4.2,0.35,0.124,3.45,2.23,19940404,6.32,0.52,48.34,23.64,49.76,13.64,62591
1153,20220325,000603.SZ,盛达资源,铅锌,北京,29.95,5.89,6.9,52.16,15.95,13.29,4.52,0.66,0.347,3.57,3.88,19960823,21.45,3.11,-8.42,35.74,63.92,24.79,31243
1154,20220325,600794.SH,保税科技,仓储物流,江苏,37.06,12.12,12.12,33.0,16.41,8.63,2.67,0.22,0.08,1.86,1.66,19970306,6.62,0.55,-9.36,-52.63,12.08,5.38,71081
1155,20220325,300401.SZ,花园生物,食品,浙江,20.83,5.26,5.51,36.23,15.71,4.24,9.82,1.78,0.51,5.68,2.45,20141009,15.57,2.83,-7.07,22.07,60.68,60.63,22194
1156,20220325,300805.SZ,电声股份,广告包装,广东,439.24,1.28,4.23,24.85,23.02,0.17,5.05,1.19,0.02,3.95,2.35,20191121,6.55,1.55,-2.36,-93.1,13.82,0.31,13598
1157,20220325,600170.SH,上海建工,建筑工程,上海,7.0,89.04,89.04,3396.92,2641.05,82.29,22.62,0.25,0.29,3.44,0.9,19980623,164.07,1.84,26.08,31.95,8.22,1.42,181441
1158,20220325,002611.SZ,东方精工,轻工机械,广东,13.31,10.97,13.32,63.57,43.75,5.44,32.39,2.43,0.35,2.76,1.69,20110830,-4.24,-0.32,20.86,20.08,27.51,13.26,52442
1159,20220325,300407.SZ,凯发电气,电气设备,天津,107.87,2.11,3.05,27.8,22.92,2.2,3.91,1.28,0.07,4.74,1.97,20141203,6.46,2.12,-8.67,20.7,26.19,1.82,15835
1160,20220325,603022.SH,新通联,广告包装,上海,66.16,2.0,2.0,12.78,8.72,2.5,1.35,0.67,0.11,3.46,2.71,20150518,3.35,1.67,12.77,-22.9,19.27,4.05,9816
1161,20220325,301215.SZ,中汽股份,汽车服务,江苏,100.37,2.59,13.22,19.96,2.91,10.88,2.65,0.2,0.078,1.98,3.96,20220308,1.52,0.12,1.51,3.03,70.09,34.64,216220
1162,20220325,603992.SH,松霖科技,家居用品,福建,22.58,0.45,4.01,38.99,18.5,9.51,10.0,2.49,0.52,5.32,2.96,20190826,6.42,1.6,45.0,8.97,29.71,10.49,7553
1163,20220325,603059.SH,倍加洁,日用化工,江苏,38.0,1.0,1.0,14.69,7.55,3.73,5.1,5.1,0.4,10.45,1.96,20180302,4.01,4.01,23.0,-43.78,20.47,5.57,8169
1164,20220325,688588.SH,凌志软件,软件服务,江苏,37.06,2.52,4.0,13.0,9.31,1.96,3.52,0.88,0.255,3.18,3.97,20200511,3.82,0.96,4.82,-25.84,45.54,21.84,12324
1165,20220325,601988.SH,中国银行,银行,北京,4.27,2107.66,2943.88,262299.19,0.0,2471.81,1359.71,0.46,0.53,6.32,0.5,20060705,9612.12,3.27,6.32,12.22,46.4,35.85,743284
1166,20220325,600020.SH,中原高速,路桥,河南,6.93,22.47,22.47,464.22,54.16,124.8,13.49,0.6,0.31,4.76,0.67,20030808,55.98,2.49,17.96,516.2,47.8,18.45,71844
1167,20220325,600675.SH,中华企业,区域地产,上海,14.13,60.96,60.96,511.58,374.21,1.9,22.45,0.37,0.17,2.58,1.23,19930924,67.89,1.11,36.12,63.64,49.58,12.66,65142
1168,20220325,002632.SZ,道明光学,化工原料,浙江,23.63,5.88,6.25,34.79,21.31,7.34,7.9,1.27,0.202,3.42,1.86,20111122,6.78,1.09,2.0,-27.53,37.44,13.45,28190
1169,20220325,000759.SZ,中百集团,超市连锁,湖北,0.0,6.81,6.81,125.37,39.37,43.68,10.08,1.48,-0.04,4.51,1.06,19970519,11.13,1.64,-8.7,-136.77,24.99,-0.26,22451
1170,20220325,688122.SH,西部超导,小金属,陕西,54.73,3.13,4.64,64.04,48.14,9.68,17.48,3.77,1.22,11.53,7.34,20190722,8.36,1.8,37.7,97.86,43.29,25.73,16265
1171,20220325,300489.SZ,光智科技,铝,黑龙江,160.17,1.35,1.36,23.76,8.83,6.23,1.49,1.09,0.09,2.91,6.59,20150701,0.92,0.68,104.24,32.33,28.29,2.3,16641
1172,20220325,601118.SH,海南橡胶,橡胶,海南,0.0,42.79,42.79,194.02,64.6,20.49,50.5,1.18,-0.015,2.2,2.19,20110107,-3.44,-0.08,3.41,28.69,7.04,-0.62,104104
1173,20220325,600636.SH,国新文化,文教休闲,上海,40.34,4.4,4.47,32.29,13.73,1.14,14.74,3.3,0.149,6.85,1.17,19930316,10.17,2.28,-34.23,-20.89,68.31,24.03,25977
1174,20220325,600543.SH,莫高股份,红黄酒,甘肃,0.0,3.21,3.21,12.32,4.41,6.77,4.66,1.45,-0.09,3.56,1.8,20040324,2.24,0.7,39.61,-302.37,34.67,-26.74,43218
1175,20220325,601818.SH,光大银行,银行,北京,3.72,413.53,540.32,56859.5,0.0,241.86,584.34,1.08,0.56,6.99,0.46,20100818,1553.76,2.88,9.25,18.48,36.52,30.04,223530
1176,20220325,688232.SH,新点软件,软件服务,江苏,103.39,0.67,3.3,21.75,17.94,2.78,1.35,0.41,0.281,15.75,2.46,20211117,5.45,1.65,0.0,0.0,68.31,6.0,39864
1177,20220325,600415.SH,小商品城,商品城,浙江,19.96,54.43,54.91,310.15,88.99,50.79,16.32,0.3,0.25,2.66,1.82,20020509,60.59,1.1,61.95,43.97,33.25,22.11,174429
1178,20220325,002712.SZ,思美传媒,广告包装,浙江,41.96,5.74,5.81,28.57,22.21,0.04,18.61,3.2,0.09,3.39,1.43,20140123,-3.07,-0.53,38.72,2.39,6.95,1.4,22052
1179,20220325,688175.SH,高凌信息,通信设备,广东,34.16,0.18,0.93,9.12,8.45,0.28,4.11,4.43,1.281,19.33,2.26,20220315,1.71,1.84,24.57,8.87,56.57,24.04,20063
1180,20220325,002515.SZ,金字火腿,食品,浙江,111.18,8.89,9.78,13.97,8.64,2.61,1.76,0.18,0.05,1.37,3.55,20101203,3.16,0.32,-28.79,-27.74,20.35,8.47,48739
1181,20220325,603066.SH,音飞储存,仓储物流,江苏,21.58,3.01,3.01,17.29,14.38,0.69,1.8,0.6,0.282,3.69,2.2,20150611,6.05,2.01,16.86,9.86,24.44,16.02,16511
1182,20220325,600846.SH,同济科技,建筑工程,上海,9.46,6.25,6.25,81.93,68.47,1.24,0.27,0.04,0.64,5.15,1.58,19940311,23.48,3.76,0.23,-1.15,17.43,8.92,54785
1183,20220325,301066.SZ,万事利,纺织,浙江,42.31,0.31,1.35,8.83,7.16,0.99,2.56,1.91,0.5,4.87,4.34,20210922,2.42,1.8,0.0,0.0,43.93,9.94,17319
1184,20220325,002992.SZ,宝明科技,元器件,深圳,0.0,0.79,1.79,26.07,14.64,7.0,8.23,4.59,-0.835,7.34,1.77,20200803,2.51,1.4,-18.76,-390.66,-2.8,-18.25,17290
1185,20220325,300684.SZ,中石科技,化工原料,北京,29.06,1.6,2.81,19.96,14.4,3.61,8.98,3.2,0.42,5.8,2.8,20171227,4.11,1.46,23.44,-12.97,27.13,12.43,25347
1186,20220325,600409.SH,三友化工,化工原料,河北,10.06,20.64,20.64,259.89,87.06,149.32,35.45,1.72,0.809,6.2,1.31,20030618,65.51,3.17,30.38,133.04,22.12,7.21,131885
1187,20220325,601001.SH,晋控煤业,煤炭开采,山西,7.88,16.74,16.74,364.73,164.53,100.05,2.38,0.14,1.55,6.02,2.71,20060623,60.03,3.59,40.93,240.26,45.88,22.95,66000
1188,20220325,002088.SZ,鲁阳节能,矿物制品,山东,15.31,4.49,5.06,35.59,24.81,7.78,4.36,0.86,0.799,5.2,3.13,20061130,13.24,2.61,51.49,82.03,35.59,17.69,12646
1189,20220325,002679.SZ,福建金森,林业,福建,0.0,2.36,2.36,18.53,16.97,0.25,2.45,1.04,-0.14,3.04,3.77,20120605,2.07,0.88,-16.91,-868.22,44.43,-39.33,26075
1190,20220325,600979.SH,广安爱众,水力发电,四川,16.69,12.32,12.32,99.28,17.31,58.73,14.97,1.22,0.147,3.32,0.99,20040906,11.86,0.96,3.3,8.74,32.84,10.72,52638
1191,20220325,301169.SZ,零点有数,软件服务,北京,0.0,0.18,0.72,5.0,4.14,0.03,1.26,1.75,-0.101,8.78,5.8,20211103,1.48,2.05,0.0,0.0,36.03,-4.1,36115
1192,20220325,300828.SZ,锐新科技,铝,天津,32.56,0.56,1.1,7.92,4.67,2.76,3.32,3.01,0.49,6.84,3.13,20200421,2.64,2.4,50.47,18.19,24.91,13.5,15920
1193,20220325,603711.SH,香飘飘,软饮料,浙江,104.16,4.11,4.15,46.39,24.23,16.41,6.9,1.66,0.09,6.7,1.97,20171130,15.66,3.77,4.29,-11.45,32.23,2.0,15335
1194,20220325,605151.SH,西上海,汽车配件,上海,20.52,0.64,1.33,16.9,13.0,1.41,4.45,3.33,0.6,8.86,1.86,20201215,5.61,4.21,-4.13,-6.32,24.46,10.44,11958
1195,20220325,000711.SZ,京蓝科技,环境保护,黑龙江,0.0,8.2,10.24,97.0,60.45,3.88,41.68,4.07,-0.34,1.89,1.75,19970411,-32.91,-3.22,7.83,21.41,27.42,-56.75,38778
1196,20220325,003019.SZ,宸展光电,元器件,福建,19.76,0.88,1.28,17.85,16.22,1.09,8.66,6.76,0.88,9.92,2.34,20201117,2.32,1.81,17.24,16.39,24.17,10.09,15972
1197,20220325,002150.SZ,通润装备,机械基件,江苏,18.19,3.55,3.57,20.07,14.91,4.17,3.41,0.96,0.27,4.15,1.6,20070810,6.35,1.78,26.82,-8.08,21.19,7.48,16146
1198,20220325,301055.SZ,张小泉,家居用品,浙江,36.24,0.35,1.56,10.27,4.57,4.0,3.15,2.02,0.61,4.63,3.95,20210906,2.29,1.47,32.81,1.96,38.6,10.36,18832
1199,20220325,300908.SZ,仲景食品,食品,河南,28.19,0.39,1.0,17.03,12.24,2.73,8.87,8.87,1.06,15.18,2.64,20201123,4.81,4.81,10.88,0.63,41.35,17.55,16118
1200,20220325,300810.SZ,中科海讯,船舶,北京,285.51,0.78,1.18,11.19,10.15,0.64,6.34,5.37,0.053,8.59,2.33,20191206,2.35,1.99,158.17,149.44,64.45,4.47,16269
1201,20220325,601949.SH,中国出版,出版业,北京,16.53,18.23,18.23,143.23,97.55,9.2,11.69,0.64,0.228,4.05,1.24,20170821,43.56,2.39,9.93,7.7,31.8,10.76,46766
1202,20220325,688309.SH,恒誉环保,环境保护,山东,0.0,0.44,0.8,7.52,5.85,1.04,4.46,5.58,-0.049,8.78,1.72,20200714,1.6,2.0,-62.29,-111.4,43.68,-8.58,5914
1203,20220325,300661.SZ,圣邦股份,半导体,北京,131.82,2.2,2.36,25.99,17.59,0.89,6.9,2.92,1.93,8.55,39.3,20170606,10.08,4.27,77.95,117.93,54.74,29.39,11340
1204,20220325,002682.SZ,龙洲股份,仓储物流,福建,56.99,5.55,5.62,80.65,42.8,17.69,13.46,2.39,0.07,3.5,1.44,20120612,-0.23,-0.04,40.2,156.6,7.48,1.02,22752
1205,20220325,000088.SZ,盐 田 港,港口,深圳,24.76,22.49,22.49,134.94,27.97,34.26,16.89,0.75,0.153,4.0,1.26,19970728,40.17,1.79,25.3,9.62,37.38,71.95,70630
1206,20220325,600072.SH,中船科技,船舶,上海,88.19,7.36,7.36,88.66,66.21,10.86,24.44,3.32,0.12,5.38,2.5,19970603,5.11,0.69,76.84,479.11,14.19,4.39,92928
1207,20220325,300065.SZ,海兰信,船舶,北京,686.45,5.62,6.3,27.3,17.38,1.31,6.44,1.02,0.02,2.67,5.04,20100326,3.7,0.59,17.85,-74.48,33.42,1.62,29766
1208,20220325,600470.SH,六国化工,农药化肥,安徽,14.82,5.22,5.22,53.7,26.67,23.15,12.96,2.48,0.45,3.09,2.18,20040305,-3.55,-0.68,24.08,41.26,14.85,3.97,66180
1209,20220325,605218.SH,伟时电子,元器件,江苏,53.04,0.88,2.13,14.03,9.41,2.36,6.39,3.0,0.191,5.32,2.54,20200928,2.5,1.17,19.55,-28.38,18.28,4.64,16159
1210,20220325,600892.SH,大晟文化,影视音像,深圳,0.0,5.4,5.59,5.42,2.11,0.03,11.28,2.02,-0.01,0.47,7.21,19960315,-14.33,-2.56,-37.26,-112.94,94.82,-3.19,10077
1211,20220325,600151.SH,航天机电,汽车配件,上海,243.15,14.34,14.34,107.04,42.95,35.49,48.68,3.39,0.042,3.77,2.7,19980605,-10.5,-0.73,3.28,-65.02,9.02,0.95,70842
1212,20220325,002893.SZ,华通热力,供气供热,北京,69.4,2.02,2.03,19.16,5.5,7.74,1.4,0.69,0.092,3.07,2.77,20170915,2.61,1.29,2.06,-30.75,13.09,3.06,27366
1213,20220325,600848.SH,上海临港,园区开发,上海,19.08,14.58,25.22,469.46,238.77,3.5,71.89,2.85,0.54,6.02,2.26,19940324,43.01,1.7,57.93,11.01,58.44,28.17,72595
1214,20220325,601858.SH,中国科传,出版业,北京,17.09,7.91,7.91,60.64,32.45,2.24,7.84,0.99,0.37,5.48,1.55,20170118,24.77,3.13,7.17,17.58,30.51,16.88,22900
1215,20220325,300352.SZ,北信源,软件服务,北京,548.9,12.1,14.5,32.44,23.46,0.81,3.16,0.22,0.007,1.51,3.39,20120912,3.67,0.25,11.5,-85.73,70.81,1.81,109039
1216,20220325,600188.SH,兖矿能源,煤炭开采,山东,12.1,29.87,49.49,2798.08,811.6,659.73,9.83,0.2,2.38,11.33,3.32,19980701,518.96,10.49,-36.22,65.23,27.41,10.98,55292
1217,20220325,002021.SZ,ST中捷,纺织机械,浙江,42.36,6.88,6.88,14.23,11.14,2.0,5.0,0.73,0.03,0.95,1.81,20040715,-5.75,-0.84,103.43,180.92,14.74,2.75,21906
1218,20220325,603533.SH,掌阅科技,互联网,北京,37.86,4.39,4.39,35.63,27.98,0.24,13.39,3.05,0.35,5.8,2.95,20170921,6.95,1.58,6.81,-10.46,49.26,9.32,45511
1219,20220325,605018.SH,长华股份,汽车配件,浙江,52.01,0.42,4.17,24.04,10.2,6.11,7.85,1.89,0.27,4.74,3.98,20200929,7.33,1.76,6.6,5.99,23.09,10.92,13808
1220,20220325,601801.SH,皖新传媒,出版业,安徽,10.03,19.89,19.89,176.78,128.72,5.29,24.46,1.23,0.38,5.54,0.93,20100118,54.18,2.72,20.88,15.7,19.56,9.95,26075
1221,20220325,605255.SH,天普股份,汽车配件,浙江,41.86,0.34,1.34,9.31,4.18,1.77,5.69,4.24,0.28,6.52,2.38,20200825,1.56,1.17,9.57,1.78,39.94,16.57,9079
1222,20220325,002290.SZ,禾盛新材,家用电器,江苏,16.07,2.16,2.48,16.36,13.61,1.44,11.42,4.61,0.33,2.11,3.28,20090903,-8.91,-3.6,33.08,57.5,12.71,4.87,15060
1223,20220325,002554.SZ,惠博普,石油开采,湖南,31.37,8.57,13.47,38.44,22.14,4.73,8.12,0.6,0.08,1.73,2.01,20110225,1.25,0.09,49.56,157.36,36.92,10.93,55276
1224,20220325,000631.SZ,顺发恒业,区域地产,吉林,76.6,24.33,24.33,89.1,78.77,3.09,13.14,0.54,0.04,2.55,1.37,19961122,25.39,1.04,-62.19,-59.37,46.47,38.6,21909
1225,20220325,601811.SH,新华文轩,出版业,四川,11.43,7.92,12.34,184.31,112.6,20.31,25.73,2.08,0.57,8.55,1.02,20160808,47.4,3.84,23.21,-6.73,37.05,10.02,21624
1226,20220325,300537.SZ,广信材料,染料涂料,江苏,0.0,1.33,1.93,14.39,6.23,2.15,8.36,4.33,-0.07,5.65,2.48,20160830,0.29,0.15,-6.94,-205.98,30.49,-2.72,27393
1227,20220325,000937.SZ,冀中能源,煤炭开采,河北,13.57,29.07,35.34,511.28,185.88,153.54,41.98,1.19,0.387,5.6,1.25,19990909,98.91,2.8,35.16,66.28,22.69,6.22,83267
1228,20220325,603529.SH,爱玛科技,摩托车,天津,21.48,0.65,4.1,139.19,68.08,17.22,19.37,4.72,1.6,12.11,3.33,20210615,23.59,5.75,0.0,0.0,11.39,4.62,37566
1229,20220325,688038.SH,中科通达,软件服务,湖北,111.46,0.25,1.16,11.15,7.59,0.08,3.91,3.36,0.13,6.37,2.48,20210713,1.93,1.65,0.0,0.0,27.85,5.39,8436
1230,20220325,600838.SH,上海九百,百货,上海,25.07,4.01,4.01,16.73,3.33,0.41,1.84,0.46,0.21,3.76,1.87,19940224,5.59,1.4,30.89,107.31,23.45,108.72,38106
1231,20220325,300119.SZ,瑞普生物,农业综合,天津,23.27,2.54,4.68,41.16,17.26,6.6,9.67,2.07,0.74,6.41,3.02,20100917,11.48,2.45,2.58,15.83,52.14,19.49,25631
1232,20220325,300845.SZ,捷安高科,软件服务,河南,117.74,0.63,0.92,8.42,6.95,0.17,4.11,4.45,0.12,7.85,2.47,20200703,1.93,2.09,3.24,-54.82,51.64,8.88,14000
1233,20220325,000809.SZ,铁岭新城,区域地产,辽宁,0.0,8.25,8.25,44.66,41.82,1.64,0.32,0.04,-0.09,3.61,0.98,19980616,19.27,2.34,-17.87,-10.37,-17.51,-529.67,24470
1234,20220325,002862.SZ,实丰文化,文教休闲,广东,179.15,0.83,1.2,6.99,4.41,1.67,2.74,2.28,0.052,4.42,2.8,20170411,1.24,1.03,42.53,132.01,16.03,2.15,6866
1235,20220325,688580.SH,伟思医疗,医疗保健,江苏,31.31,0.24,0.68,15.67,13.67,0.96,10.83,15.84,1.574,22.43,2.93,20200721,2.74,4.01,18.91,25.66,74.37,35.47,5699
1236,20220325,002887.SZ,绿茵生态,环境保护,天津,15.93,1.6,3.12,44.45,28.0,0.35,8.36,2.68,0.419,6.55,1.36,20170801,8.65,2.77,-33.58,-35.65,39.49,28.73,20138
1237,20220325,600683.SH,京投发展,区域地产,浙江,35.38,7.41,7.41,470.58,360.9,0.71,3.28,0.44,-0.07,4.07,1.31,19931025,13.95,1.88,22.23,-13.1,19.21,2.22,39493
1238,20220325,002168.SZ,惠程科技,互联网,深圳,0.0,7.93,8.02,16.23,6.56,1.56,2.29,0.29,-0.17,0.87,4.09,20070919,-3.24,-0.4,-64.95,-633.43,47.86,-57.86,55424
1239,20220325,000786.SZ,北新建材,其他建材,北京,13.71,16.9,16.9,265.74,91.74,118.41,28.38,1.68,2.08,11.21,2.54,19970606,134.62,7.97,25.15,22.67,31.83,16.65,75000
1240,20220325,001209.SZ,洪兴股份,服饰,广东,22.55,0.23,0.94,15.03,12.62,0.98,7.88,8.39,0.96,13.47,1.72,20210723,3.65,3.89,0.0,0.0,40.28,8.9,18885
1241,20220325,600135.SH,乐凯胶片,化工原料,河北,54.73,4.28,5.53,32.34,23.41,3.89,12.63,2.28,0.098,4.72,1.51,19980122,4.6,0.83,24.09,54.18,16.12,3.13,28319
1242,20220325,600802.SH,福建水泥,水泥,福建,10.33,4.58,4.58,45.84,8.29,24.45,1.89,0.41,0.52,3.96,1.81,19940103,6.68,1.46,13.66,9.0,20.91,10.24,51992
1243,20220325,300865.SZ,大宏立,专用机械,四川,35.0,0.28,0.96,11.57,9.09,0.93,4.93,5.16,0.498,9.52,2.44,20200824,2.78,2.9,27.56,-24.94,26.57,8.69,10702
1244,20220325,300849.SZ,锦盛新材,塑料,浙江,79.51,0.87,1.5,7.47,3.98,2.3,3.24,2.16,0.101,4.58,2.34,20200710,1.92,1.28,5.81,-53.81,25.59,7.09,11422
1245,20220325,002205.SZ,国统股份,其他建材,新疆,0.0,1.86,1.86,39.17,10.84,5.2,4.53,2.43,-0.148,4.5,1.99,20080123,1.67,0.9,37.75,7.97,14.62,-5.07,17189
1246,20220325,000422.SZ,湖北宜化,农药化肥,湖北,8.93,8.98,8.98,203.89,67.15,89.56,21.27,2.37,1.66,2.11,9.36,19960815,-15.67,-1.74,58.26,58997.0,21.37,9.61,89700
1247,20220325,002161.SZ,远 望 谷,通信设备,深圳,0.0,7.13,7.4,25.74,10.15,1.16,3.36,0.45,-0.156,1.89,2.85,20070821,2.55,0.34,-13.06,58.32,38.05,-42.79,86187
1248,20220325,300736.SZ,百邦科技,通信设备,北京,104.48,1.04,1.3,2.34,1.88,0.03,1.57,1.21,0.08,1.28,8.42,20180109,-0.98,-0.76,-25.68,137.95,19.48,4.0,5885
1249,20220325,605336.SH,帅丰电器,家用电器,浙江,14.69,0.45,1.42,21.83,12.04,2.45,10.39,7.3,1.31,12.87,1.97,20201019,6.1,4.29,46.44,47.42,46.66,26.8,10197
1250,20220325,300293.SZ,蓝英装备,专用机械,辽宁,0.0,2.7,2.8,21.38,11.58,2.28,2.22,0.79,-0.09,1.92,5.66,20120308,-0.23,-0.08,-11.59,50.77,27.42,-3.1,43589
1251,20220325,688098.SH,申联生物,农业综合,上海,30.37,2.64,4.11,16.13,7.68,5.89,5.6,1.36,0.22,3.62,2.5,20191028,4.43,1.08,-9.84,-33.13,78.09,33.73,10902
1252,20220325,000731.SZ,四川美丰,农药化肥,四川,10.79,5.86,5.86,42.46,20.65,18.8,6.4,1.09,0.62,5.44,1.67,19970617,15.86,2.71,38.32,425.28,26.81,12.82,73288
1253,20220325,002627.SZ,三峡旅游,公共交通,湖北,60.67,6.86,7.38,47.23,26.05,7.96,16.33,2.21,0.11,4.15,1.75,20111103,5.94,0.8,18.82,939.81,12.83,4.08,11804
1254,20220325,603993.SH,洛阳钼业,小金属,河南,23.14,176.66,215.99,1374.5,709.56,249.59,276.46,1.28,0.24,1.84,2.97,20121009,136.98,0.63,53.89,119.26,9.39,2.94,451454
1255,20220325,002272.SZ,川润股份,机械基件,四川,33.87,3.3,4.38,31.47,19.11,3.79,6.9,1.57,0.12,3.32,1.65,20080919,3.0,0.68,23.93,5.8,25.69,4.68,36214
1256,20220325,600100.SH,同方股份,IT设备,北京,0.0,29.64,33.5,625.52,300.99,39.08,113.29,3.38,-0.24,5.27,1.04,19970627,28.58,0.85,24.47,-311.78,17.85,-4.11,144306
1257,20220325,002474.SZ,榕基软件,软件服务,福建,116.3,4.92,6.22,29.68,19.54,0.16,3.69,0.59,0.047,2.57,2.85,20100915,4.96,0.8,7.33,14.26,42.86,6.58,64700
1258,20220325,002866.SZ,传艺科技,IT设备,江苏,19.4,1.79,2.88,33.79,23.44,6.66,10.17,3.54,0.58,6.7,1.65,20170426,5.76,2.0,8.51,21.7,21.32,8.56,17168
1259,20220325,002319.SZ,乐通股份,染料涂料,广东,0.0,2.0,2.0,6.19,2.41,3.31,1.04,0.52,-0.06,0.66,19.78,20091211,-1.97,-0.98,8.17,-4859.13,18.24,-4.31,8845
1260,20220325,002155.SZ,湖南黄金,黄金,湖南,36.89,12.02,12.02,73.57,14.45,38.44,12.89,1.07,0.3,4.56,2.45,20070816,26.89,2.24,32.19,61.28,7.3,1.83,140075
1261,20220325,603578.SH,三星新材,玻璃,浙江,18.32,1.39,1.39,12.2,8.87,2.22,2.99,2.15,0.66,6.05,2.46,20170306,3.09,2.22,43.34,23.6,20.69,13.94,10903
1262,20220325,002047.SZ,宝鹰股份,装修装饰,深圳,752.68,13.36,15.16,127.26,119.88,0.68,17.24,1.14,0.004,3.12,1.19,20050531,19.33,1.28,-16.96,-96.18,14.21,0.16,43454
1263,20220325,300532.SZ,今天国际,软件服务,深圳,37.54,1.94,3.04,25.65,22.46,1.89,2.86,0.94,0.21,3.36,2.8,20160818,3.36,1.11,94.68,28.15,26.12,6.4,16184
1264,20220325,603706.SH,东方环宇,供气供热,新疆,21.74,1.6,1.89,23.7,9.66,9.53,9.25,4.89,0.45,8.01,1.64,20180709,3.04,1.61,37.55,21.72,24.2,13.6,13132
1265,20220325,600308.SH,华泰股份,造纸,山东,6.5,11.68,11.68,165.48,79.38,68.06,22.97,1.97,0.65,7.95,0.71,20000928,48.65,4.17,25.65,53.7,13.33,6.82,65111
1266,20220325,603848.SH,好太太,家居用品,广东,18.15,4.01,4.01,22.18,14.03,0.52,3.38,0.84,0.54,4.43,2.97,20171201,8.94,2.23,36.76,44.17,45.21,23.03,8697
1267,20220325,003033.SZ,征和工业,机械基件,山东,24.21,0.25,0.82,12.43,7.7,2.63,4.52,5.53,0.79,11.38,2.17,20210111,3.76,4.6,44.61,-29.91,17.25,6.36,11337
