,ts_code,symbol,name,area,industry,market,exchange,list_date,is_hs
202,688286.SH,688286,敏芯股份,江苏,元器件,科创板,SSE,20200810,N
203,688288.SH,688288,鸿泉物联,浙江,汽车配件,科创板,SSE,20191106,N
204,688289.SH,688289,圣湘生物,湖南,医疗保健,科创板,SSE,20200828,H
205,688296.SH,688296,和达科技,浙江,软件服务,科创板,SSE,20210727,N
206,688298.SH,688298,东方生物,浙江,医疗保健,科创板,SSE,20200205,H
207,688299.SH,688299,长阳科技,浙江,塑料,科创板,SSE,20191106,N
208,688300.SH,688300,联瑞新材,江苏,矿物制品,科创板,SSE,20191115,N
209,688301.SH,688301,奕瑞科技,上海,医疗保健,科创板,SSE,20200918,N
210,688303.SH,688303,大全能源,新疆,电气设备,科创板,SSE,20210722,N
211,688305.SH,688305,科德数控,辽宁,机床制造,科创板,SSE,20210709,N
212,688306.SH,688306,均普智能,浙江,专用机械,科创板,SSE,20220322,N
213,688308.SH,688308,欧科亿,湖南,机械基件,科创板,SSE,20201210,N
214,688309.SH,688309,恒誉环保,山东,环境保护,科创板,SSE,20200714,N
215,688310.SH,688310,迈得医疗,浙江,医疗保健,科创板,SSE,20191203,N
216,688311.SH,688311,盟升电子,四川,元器件,科创板,SSE,20200731,N
217,688312.SH,688312,燕麦科技,深圳,专用机械,科创板,SSE,20200608,N
218,688313.SH,688313,仕佳光子,河南,通信设备,科创板,SSE,20200812,N
219,688314.SH,688314,康拓医疗,陕西,医疗保健,科创板,SSE,20210518,N
220,688315.SH,688315,诺禾致源,北京,医疗保健,科创板,SSE,20210413,N
221,688316.SH,688316,青云科技-U,北京,软件服务,科创板,SSE,20210316,N
222,688317.SH,688317,之江生物,上海,医疗保健,科创板,SSE,20210118,N
223,688318.SH,688318,财富趋势,深圳,软件服务,科创板,SSE,20200427,H
224,688319.SH,688319,欧林生物,四川,生物制药,科创板,SSE,20210608,N
225,688321.SH,688321,微芯生物,深圳,化学制药,科创板,SSE,20190812,N
226,688323.SH,688323,瑞华泰,深圳,塑料,科创板,SSE,20210428,N
227,688328.SH,688328,深科达,深圳,元器件,科创板,SSE,20210309,N
228,688329.SH,688329,艾隆科技,江苏,医疗保健,科创板,SSE,20210329,N
229,688330.SH,688330,宏力达,上海,电气设备,科创板,SSE,20201015,N
230,688333.SH,688333,铂力特,陕西,机械基件,科创板,SSE,20190722,N
231,688335.SH,688335,复洁环保,上海,环境保护,科创板,SSE,20200817,N
232,688336.SH,688336,三生国健,上海,生物制药,科创板,SSE,20200722,N
233,688338.SH,688338,赛科希德,北京,医疗保健,科创板,SSE,20200806,N
234,688339.SH,688339,亿华通-U,北京,汽车配件,科创板,SSE,20200810,N
235,688345.SH,688345,博力威,广东,电气设备,科创板,SSE,20210611,N
236,688350.SH,688350,富淼科技,江苏,化工原料,科创板,SSE,20210128,N
237,688355.SH,688355,明志科技,江苏,机械基件,科创板,SSE,20210512,N
238,688356.SH,688356,键凯科技,北京,化学制药,科创板,SSE,20200826,H
239,688357.SH,688357,建龙微纳,河南,化工原料,科创板,SSE,20191204,N
240,688358.SH,688358,祥生医疗,江苏,医疗保健,科创板,SSE,20191203,N
241,688359.SH,688359,三孚新科,广东,化工原料,科创板,SSE,20210521,N
242,688360.SH,688360,德马科技,浙江,机械基件,科创板,SSE,20200602,N
243,688363.SH,688363,华熙生物,山东,生物制药,科创板,SSE,20191106,H
244,688365.SH,688365,光云科技,浙江,软件服务,科创板,SSE,20200429,N
245,688366.SH,688366,昊海生科,上海,生物制药,科创板,SSE,20191030,H
246,688367.SH,688367,工大高科,安徽,运输设备,科创板,SSE,20210628,N
247,688368.SH,688368,晶丰明源,上海,半导体,科创板,SSE,20191014,H
248,688369.SH,688369,致远互联,北京,软件服务,科创板,SSE,20191031,N
249,688377.SH,688377,迪威尔,江苏,专用机械,科创板,SSE,20200708,N
250,688378.SH,688378,奥来德,吉林,专用机械,科创板,SSE,20200903,N
251,688379.SH,688379,华光新材,浙江,小金属,科创板,SSE,20200819,N
252,688383.SH,688383,新益昌,深圳,专用机械,科创板,SSE,20210428,N
253,688385.SH,688385,复旦微电,上海,半导体,科创板,SSE,20210804,H
254,688386.SH,688386,泛亚微透,江苏,化工原料,科创板,SSE,20201016,N
255,688388.SH,688388,嘉元科技,广东,铜,科创板,SSE,20190722,N
256,688389.SH,688389,普门科技,深圳,医疗保健,科创板,SSE,20191105,N
257,688390.SH,688390,固德威,江苏,电气设备,科创板,SSE,20200904,H
258,688393.SH,688393,安必平,广东,医疗保健,科创板,SSE,20200820,N
259,688395.SH,688395,正弦电气,深圳,电气设备,科创板,SSE,20210429,N
260,688396.SH,688396,华润微,江苏,半导体,科创板,SSE,20200227,H
261,688398.SH,688398,赛特新材,福建,矿物制品,科创板,SSE,20200211,N
262,688399.SH,688399,硕世生物,江苏,医疗保健,科创板,SSE,20191205,H
263,688408.SH,688408,中信博,江苏,电气设备,科创板,SSE,20200828,N
264,688418.SH,688418,震有科技,深圳,通信设备,科创板,SSE,20200722,N
